,cpu,gpu,model,ram
1843,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,U11 Dual SIM TD-LTE 128GB U-3u,6.00
1844,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,A77 Global Dual SIM TD-LTE / F1s 2017,4.00
1845,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Y3 2017 Dual SIM TD-LTE CRO-L22,1.00
1846,"MediaTek MT6737T, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Gemini LTE Dual SIM,3.00
1847,"Samsung Exynos 9 Octa 8895M, 2017, 64 bit, octa-core, 2560 Kbyte L2, 10 nm, ARM Mali-G71 GPU",ARM Mali-G71MP20,SM-G955FD Galaxy S8+ Duos TD-LTE,4.00
1848,"MediaTek MT6582M, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-T720MP2,Eco Dual SIM LUA-U23 / Y3 II,1.00
1849,"MediaTek MT6582M, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-T720MP2,Y3 II HSPA LUA-U02,1.00
1850,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T880MP2 ,ivvi K5 Dual SIM LTE,4.00
1851,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,M250ds K Series K10 Novo 2017 Dual SIM LTE-A,2.00
1852,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,X230ds K Series K4 Novo 2017 Dual SIM LTE,1.00
1853,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Q4260 Evok Power Dual SIM LTE,2.00
1854,"MediaTek MT6735M, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Y3 II TD-LTE LUA-L02,1.00
1855,"HiSilicon Honor KIRIN620 Hi6620 V8R2, 2015, 64 bit, octa-core, 28 nm, ARM Mali-450 GPU",ARM Mali-T720MP2,G Play G735 LTE G735-L03,2.00
1856,"MediaTek MT6582M, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-T720MP2,Eco HSPA LUA-U03,1.00
1857,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,5 Global TD-LTE,2.00
1858,"HiSilicon Honor KIRIN620 Hi6620 V8R2, 2015, 64 bit, octa-core, 28 nm, ARM Mali-450 GPU",Qualcomm Adreno 505,G Play G735 Dual SIM LTE G735-L23,2.00
1859,"MediaTek MT6735M, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Honor Bee 2 Dual SIM TD-LTE LUA-L22 / Y3 II,1.00
1860,"MediaTek MT6582M, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-T720MP2,Y3 II Dual SIM LUA-U22,1.00
1861,"MediaTek MT6735M, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Y3II 4G Dual SIM LTE LUA-L23 / Y3 2 DS LUA-L13,1.00
1862,"MediaTek MT6737T, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Y5 2017 Dual SIM TD-LTE MYA-L23,2.00
1863,"Qualcomm Snapdragon 617 MSM8952, 2015, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,AQUOS ea LTE,2.00
1864,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",Qualcomm Adreno 405,Elife F100SD Dual SIM TD-LTE,2.00
1865,"Qualcomm Snapdragon 820 MSM8996, 2015, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,G5 H820PR LTE-A,4.00
1866,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,Digno G TD-LTE 602KC,2.00
1867,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-G9550 Galaxy S8+ Duos TD-LTE 64GB,4.00
1868,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,5 Dual SIM TD-LTE LATAM,2.00
1869,"Qualcomm Snapdragon Wear 2100 MSM8909w, 2016, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,Wear24 Smart Watch QTAXU1,768
1870,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Z983 Blade X Max LTE-A,2.00
1871,"MediaTek MT6732, 2014, 64 bit, quad-core, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760,H520g Magna LTE,1.00
1872,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,M400MT K Series Stylus 3 LTE-A,2.00
1873,"MediaTek MT6757T (Helio P25), 2016, 64 bit, octa-core, 16 nm, ARM Mali-T880 GPU",ARM Mali-T880MP2 ,Elife S10 Dual SIM TD-LTE,6.00
1874,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,X240H K Series K8 2017 LTE,1.50
1875,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,X320L X Series X500 LTE-A,2.00
1876,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,MediaPad T3 10 2017 TD-LTE AGS-L03 32GB,3.00
1877,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,Nubia Z17 Standard Edition Dual SIM TD-LTE NX563J 64GB,6.00
1878,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,EveryPhone ME Dual SIM LTE EP-171ME ,2.00
1879,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,MediaPad T3 10 2017 WiFi AGS-W09 16GB,2.00
1880,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,AS993 G6 ACG LTE-A,4.00
1881,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,X240 K Series K8 2017 Dual SIM LTE,1.50
1882,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,MediaPad T3 10 2017 TD-LTE AGS-L09 32GB / MediaPad T3K 10,3.00
1883,"Samsung Exynos 7 Quad 7570, 2016, 64 bit, quad-core, 14 nm, ARM Mali-T720 GPU",Qualcomm Adreno 308,SM-G570M Galaxy J5 Prime 4G LTE,2.00
1884,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,X240F K Series K8 2017 LTE / X240AR,1.50
1885,"Qualcomm Snapdragon 427 MSM8920, 2017, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,Elife S10C Dual SIM TD-LTE / S10CL,4.00
1886,"MediaTek MT6737T, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Y5 2017 TD-LTE MYA-L03,2.00
1887,"MediaTek MT6735M, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Y3II 4G LTE LUA-L03,1.00
1888,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,X240dsF K Series K8 2017 Dual SIM LTE,1.50
1889,"Samsung Exynos 8 Octa 8890, 2016, 64 bit, octa-core, 14 nm, ARM Mali-T880 GPU",ARM Mali-T880,SM-N935K Galaxy Note FE TD-LTE / Galaxy Note 7R,4.00
1890,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,M320F X Series X Power 2 LTE-A,2.00
1891,"Qualcomm Snapdragon 820 MSM8996, 2015, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,Axon 7s A2018 Dual SIM TD-LTE 256GB / Axon 8,4.00
1892,"Qualcomm Snapdragon Wear 2100 MSM8909w, 2016, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,W281 Watch Sport LTE,768
1893,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,R1 Plus Dual SIM LTE 32GB,3.00
1894,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,EveryPhone AC Dual SIM LTE EP-171AC ,2.00
1895,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,EveryPhone EN Dual SIM LTE EP-171EN,2.00
1896,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,X4 Soul Mini Dual SIM TD-LTE,2.00
1897,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,M400Y K Series Stylus 3 TD-LTE,2.00
1898,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,ZenFone 3 Zoom Dual SIM TD-LTE IN ID 64GB ZE553KL,4.00
1899,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,Vivo V5s Dual SIM TD-LTE IN PH 1713,4.00
1900,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,ZenFone 3 Zoom Dual SIM TD-LTE CN 32GB ZE553KL,4.00
1901,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,M400F K Series Stylus 3 LTE-A / M400AR ,2.00
1902,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,au Qua Phone LGV33,2.00
1903,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,M250Y K Series K10 2017 LTE,2.00
1904,"MediaTek MT6735M, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Y3 II Dual SIM LTE LUA-L21,1.00
1905,"MediaTek MT6735M, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-400,K120F K Series K4 4G LTE,1.00
1906,"Samsung Exynos 7 Octa 7580, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,SM-J700M Galaxy J7 LTE,2.00
1907,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,K220F X Series X Power 4G LTE,2.00
1908,"Qualcomm Snapdragon 617 MSM8952, 2015, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,One Touch Idol 4 LTE-A JP,3.00
1909,"HiSilicon Honor KIRIN650, 2016, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830,P9 Lite LTE-A VNS-L01,2.00
1910,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,M5 Dual SIM TD-LTE 32GB M611 / M611A,3.00
1911,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,ZenFone 3 Zoom Dual SIM LTE US BR 64GB ZE553KL,4.00
1912,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,P6 Energy Mini Dual SIM TD-LTE,1.00
1913,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,SM-J327T Galaxy J3 Prime 2017 LTE / SM-J327T1,1.50
1914,"MediaTek MT6755 (Helio P10), 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,P9 Energy Dual SIM TD-LTE,4.00
1915,"MediaTek MT6737T, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,50 Graphite Dual SIM LTE,1.00
1916,"HiSilicon Honor KIRIN658, 2017, 64 bit, octa-core, 16 nm",ARM Mali-T830MP2,P10 Lite Dual SIM TD-LTE WAS-L22J,3.00
1917,"Qualcomm Snapdragon 212 MSM8909v2, 2015, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,Z916BL ZMax Grand LTE,1.50
1918,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,Z861BL ZFive L LTE,1.00
1919,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,Z862VL ZFive L LTE,1.00
1920,"Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",ARM Mali-T830,SM-A320Y Galaxy A3 2017 TD-LTE,2.00
1921,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,V2 Viper X+ Dual SIM TD-LTE ,3.00
1922,"HiSilicon Honor KIRIN658, 2017, 64 bit, octa-core, 16 nm",ARM Mali-T830MP2,P10 Lite Dual SIM TD-LTE WAS-LX2,4.00
1923,"MediaTek MT6757 (Helio P20), 2016, 64 bit, octa-core, 16 nm, ARM Mali-T880 GPU",ARM Mali-T880MP2 ,E2 Dual SIM TD-LTE 32GB M741A / M2E,3.00
1924,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Z986U Blade Max 3 LTE-A,2.00
1925,"HiSilicon Honor KIRIN658, 2017, 64 bit, octa-core, 16 nm",ARM Mali-T830MP2,P10 Lite Dual SIM LTE WAS-LX1,3.00
1926,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,Vivo Y53 Dual SIM TD-LTE CN,2.00
1927,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-J3119S Galaxy J3 Pro Duos TD-LTE 32GB,2.00
1928,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,N9560 MAX XL TD-LTE,2.00
1929,"HiSilicon Honor KIRIN658, 2017, 64 bit, octa-core, 16 nm",ARM Mali-T830MP2,P10 Lite LTE-A WAS-L03T,3.00
1930,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,A30 Tablet 4G LTE 9024W,2.00
1931,"Qualcomm Snapdragon 653 MSM8976SG / MSM8976 Pro, 2016, 64 bit, octa-core, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 510 GPU",Qualcomm Adreno 510,M6S Plus TD-LTE 256GB,6.00
1932,"Samsung Exynos 8 Octa 8890, 2016, 64 bit, octa-core, 14 nm, ARM Mali-T880 GPU",ARM Mali-T880,SM-N935S Galaxy Note FE TD-LTE / SM-N935N,4.00
1933,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Nova Lite+ Dual SIM LTE EU TRT-L21 / Y7 2017 TRT-LX1,2.00
1934,"HiSilicon Honor KIRIN658, 2017, 64 bit, octa-core, 16 nm",ARM Mali-T830MP2,P10 Lite Dual SIM LTE WAS-LX3,3.00
1935,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,AQUOS R WiMAX 2+ SHV39,4.00
1936,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,C30 Rock Dual SIM TD-LTE ,3.00
1937,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Eluga Pulse X Dual SIM TD-LTE,3.00
1938,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,SM-J327AZ Galaxy Amp Prime 2 LTE,1.50
1939,"Samsung Exynos 3 Quad 3475 (Island), 2015, 32 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,SM-J320AZ Galaxy Amp Prime LTE,1.50
1940,"MediaTek MT6737T, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,55 Graphite Dual SIM LTE,2.00
1941,"MediaTek MT8127, 2014, 32 bit, quad-core, 512 Kbyte L2, 28 nm",ARM Mali-450MP4,MediaPad T3 7.0 2017 WiFi 16GB BG2-W09,2.00
1942,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Armor LTE Dual SIM,3.00
1943,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Moto C Plus Dual SIM TD-LTE EMEA XT1723,1.00
1944,"MediaTek MT8127, 2014, 32 bit, quad-core, 512 Kbyte L2, 28 nm",ARM Mali-450MP4,MediaPad T3 7.0 2017 WiFi 8GB BG2-W09,1.00
1945,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,MediaPad T3 8.0 2017 WiFi KOB-W09 16GB / KOB-W09C / KOB-W09CHN,2.00
1946,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,Mi 6 Dual SIM TD-LTE CN 64GB MCE16,6.00
1947,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,Axon 7s A2018 Dual SIM TD-LTE 128GB,6.00
1948,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,SM-J327R4 Galaxy J3 Emerge 4G LTE,1.50
1949,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,Mi6 Ceramic Gold Edition Dual SIM TD-LTE CN MCE16,6.00
1950,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,P88 Dual SIM TD-LTE,2.00
1951,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,BV0850 Blade V8 Mini Dual SIM TD-LTE 32GB,4.00
1952,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Eluga Pure TD-LTE EB-90S55EPE,2.00
1953,"Qualcomm Snapdragon 653 MSM8976SG / MSM8976 Pro, 2016, 64 bit, octa-core, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 510 GPU",Qualcomm Adreno 510,F3 Plus Black Edition Dual SIM TD-LTE CPH1613,4.00
1954,"MediaTek MT6797M (Helio X20), 2016, 64 bit, deca-core, 20 nm, ARM Mali-T880 GPU",ARM Mali-T880MP4,4 Dual SIM LTE ,4.00
1955,"Qualcomm Snapdragon 626 MSM8953 Pro, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,SM-C5018 Galaxy C5 Pro Duos TD-LTE 128GB,4.00
1956,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,F552 Dual SIM,1.00
1957,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,T452,1.00
1958,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,SM-J327V Galaxy J3 V 2017 XLTE / SM-J327VPP,1.50
1959,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,S626L Dual SIM TD-LTE ,3.00
1960,"Samsung Exynos 9 Octa 8895M, 2017, 64 bit, octa-core, 2560 Kbyte L2, 10 nm, ARM Mali-G71 GPU",ARM Mali-G71MP20,SM-G950N Galaxy S8 TD-LTE,4.00
1961,"Qualcomm Snapdragon 653 MSM8976SG / MSM8976 Pro, 2016, 64 bit, octa-core, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 510 GPU",Qualcomm Adreno 510,SM-C9008 Galaxy C9 Pro 4G+ Duos TD-LTE 64GB,6.00
1962,"MediaTek MT6797M (Helio X20), 2016, 64 bit, deca-core, 20 nm, ARM Mali-T880 GPU",ARM Mali-T880MP4,Flash 2017 Dual SIM TD-LTE EMEA,3.00
1963,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,U11 Dual SIM TD-LTE 64GB U-3u,4.00
1964,"Qualcomm Snapdragon 626 MSM8953 Pro, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,SM-C7018 Galaxy C7 Pro Duos TD-LTE 128GB,4.00
1965,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,Xperia XZ Premium TD-LTE SO-04J / PF11,4.00
1966,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,M257 Harmony LTE-A,1.50
1967,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-G950J Galaxy S8 WiMAX 2+ SCV36,4.00
1968,"Samsung Exynos 7 Quad 7570, 2016, 64 bit, quad-core, 14 nm, ARM Mali-T720 GPU",ARM Mali-T720,SM-G390Y Galaxy Xcover 4 2017 TD-LTE,2.00
1969,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,Xenium X588 TD-LTE Dual SIM,3.00
1970,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-G955J Galaxy S8+ WiMAX 2+ SCV35,4.00
1971,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Enjoy 7 Plus Dual SIM TD-LTE CN TRT-AL00 32GB,3.00
1972,"MediaTek MT6797X (Helio X27), 2016, 64 bit, deca-core, 20 nm, ARM Mali-T880 GPU",ARM Mali-T880MP4,Le Pro 3 AI Edition Dual SIM TD-LTE CN 64GB,4.00
1973,"Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",ARM Mali-T830,SM-J727A Galaxy J7 Sky Pro LTE-A,2.00
1974,"MediaTek MT6797 (Helio X25), 2016, 64 bit, deca-core, 20 nm, ARM Mali-T880 GPU",ARM Mali-T880MP2 ,T8 MP1602 TD-LTE ,4.00
