,cpu,gpu,model,ram
830,"Qualcomm Snapdragon 630 SDM630, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 508 GPU",Qualcomm Adreno 508,U11 Life Android One LTE-A APAC 64GB,4.00
831,"HiSilicon Honor KIRIN659, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,Mate 10 Lite Dual SIM TD-LTE JP RNE-L22J,4.00
832,"Qualcomm Snapdragon 630 SDM630, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 508 GPU",Qualcomm Adreno 508,U11 Life LTE-A NA 64GB,4.00
833,"HiSilicon Honor KIRIN659, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,MediaPad M3 Lite 10 WP HDN-W09,3.00
834,"Spreadtrum SC9832A, 2016, 32 bit, quad-core, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,Wish A21 Dual SIM TD-LTE,1.00
835,"Spreadtrum SC9832A, 2016, 32 bit, quad-core, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,PowerPro P41 Dual SIM TD-LTE ,1.00
836,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 305,Redmi Y1 Lite Dual SIM TD-LTE IN,2.00
837,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Redmi Y1 Dual SIM TD-LTE IN 32GB,3.00
838,"Qualcomm Snapdragon 630 SDM630, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 508 GPU",Qualcomm Adreno 508,Android One X2 TD-LTE JP X2-HT / U11 Life,4.00
839,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,Phone N6 Pro 1801-A01 Dual SIM TD-LTE 64GB,4.00
840,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,R11s Dual SIM TD-LTE APAC CPH1719,4.00
841,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Mono MO-01K TD-LTE / Katakana,3.00
842,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,EveryPhone PW Dual SIM LTE EP-171PW,4.00
843,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,Blade V8C Dual SIM TD-LTE,3.00
844,"MediaTek MT6763T (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71MP2,F5 Youth Dual SIM TD-LTE AU PH MY KE Version 3 A73V3,3.00
845,"MediaTek MT8167A, 2017, 64 bit, hexa-core, 28 nm, IMG PowerVR GE8300 GPU",PowerVR GE8300,Tab 7 Essential TB-7304F WiFi 16GB,1.00
846,"Spreadtrum SC9832A, 2016, 32 bit, quad-core, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,Wish A41 Plus Dual SIM TD-LTE ,2.00
847,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,S41 Dual SIM TD-LTE,3.00
848,"MediaTek MT8161, 2015, 64 bit, quad-core, 28 nm",ARM Mali-T760,Tab 7 WiFi 16GB,1.00
849,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,P1+ Dual SIM TD-LTE / P1 Plus,3.00
850,"MediaTek MT6735P, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,L1 Dual SIM TD-LTE CM2221,2.00
851,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,G1 Dual SIM TD-LTE CM4331,3.00
852,"Qualcomm Snapdragon 210 MSM8209, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,Y6 Dual SIM SCL-U23,2.00
853,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,Y6 Dual SIM LTE EU SCL-L21,2.00
854,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Aquos Sense TD-LTE SH-01K,3.00
855,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,Phone TD-LTE RZ35-0215,8.00
856,"MediaTek MT6737T, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,T18 Global Dual SIM LTE,3.00
857,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Disney Mobile DM-01K LTE ,3.00
858,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,BlackBerry KEYone BBB100-5 Dual SIM TD-LTE CN 64GB,4.00
859,"Qualcomm Snapdragon Wear 2100 APQ8009w, 2016, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,Q Control Gen 3 Smartwatch FTW7000P / FTW7001P,512
860,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,Mi Note 3 Standard Edition Dual SIM TD-LTE CN 64GB MCE8,4.00
861,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,A1 Dual SIM TD-LTE,3.00
862,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Tab4 10 Plus TD-LTE JP 702LV,2.00
863,"Spreadtrum SC9832C, 2016, 32 bit, quad-core, 28 nm, ARM Mali-400 GPU",ARM Mali-400,Diamond Ufeel Dual Sim TD-LTE,2.00
864,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,P91 Dual SIM TD-LTE ,1.00
865,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,H932U V30+ TD-LTE,4.00
866,"Samsung Exynos 3 Quad 3475 (Island), 2015, 32 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,SM-T378 Galaxy Tab E 8.0 XLTE 32GB,1.50
867,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,SM-T385S Galaxy Tab A 8.0 2017 TD-LTE 32GB,2.00
868,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,ZenFone V Live LTE V500KL,2.00
869,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,Gator 4,1.00
870,"Spreadtrum SC7731C, 2014, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400,Compass Z516,1.00
871,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,5T Dual SIM Global TD-LTE A5010 64GB,6.00
872,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400,Axe Plus 2 Z404,512
873,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Arrows me F-03K LTE,2.00
874,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,Fujitsu Arrows Tab F-02K LTE-A,4.00
875,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,Arrows NX F-01K LTE-A,4.00
876,"MediaTek MT6799 (Helio X30), 2017, 64 bit, deca-core, 10 nm, IMG PowerVR 7XTP-MT4 GPU",IMG PowerVR 7XTP-MT4,V6 TD-LTE MP1605,6.00
877,"MediaTek MT6757 (Helio P20), 2016, 64 bit, octa-core, 16 nm, ARM Mali-T880 GPU",ARM Mali-T880MP2 ,ZERO 5 Dual SIM LTE 64GB,6.00
878,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,5T Dual SIM Global TD-LTE A5010 128GB,8.00
879,"HiSilicon Honor KIRIN659, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2, Mate 10 Lite LTE-A RNE-L01,4.00
880,"MediaTek MT6763T (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71 MP2,A79 Dual SIM TD-LTE CN 64GB / A79k,4.00
881,"Qualcomm Snapdragon 625 APQ8053, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Tab 4 10 Plus TB-X704L WiFi 16GB,3.00
882,"HiSilicon Honor KIRIN659, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2, Mate 10 Lite Dual SIM LTE-A RNE-L21 / RNE-LX1,4.00
883,"Qualcomm Snapdragon 625 APQ8053, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Tab 4 10 Plus TB-X704L WiFi 64GB,4.00
884,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Honor 6A Pro Dual SIM LTE DLI-L22 32GB,3.00
885,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400,M Series M7 Dual SIM Version A,1.00
886,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Moto Tab TB-X704A LTE US,2.00
887,"Qualcomm Snapdragon 653 MSM8976SG / MSM8976 Pro, 2016, 64 bit, octa-core, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 510 GPU",Qualcomm Adreno 510,F3 Plus Premium Edition Dual SIM TD-LTE CPH1613,6.00
888,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Tab4 10 Plus TB-X704L Global LTE 16GB,3.00
889,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400,M Series M7 Dual SIM Version E,1.00
890,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,L525 Dual SIM TD-LTE,4.00
891,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,L925 Dual SIM TD-LTE ,4.00
892,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400,Shark 5000 Dual SIM,1.00
893,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,M Series M5 Edge Dual SIM LTE Version A,2.00
894,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,EveryPhone BZ Dual SIM LTE EP-172BZ,2.00
895,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,EveryPhone PR Dual SIM LTE EP-172PR,3.00
896,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,U11+ Dual SIM TD-LTE CN 128GB,6.00
897,"Qualcomm Snapdragon 212 MSM8909v2, 2015, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,2 Dual SIM TD-LTE AM,1.00
898,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,C11s TD-LTE Dual SIM,3.00
899,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,M Series M5 Edge Dual SIM LTE Version E,2.00
900,"MediaTek MT6750T, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T720MP1,T Series T5 THFC Limited Edition Dual SIM TD-LTE,4.00
901,"MediaTek MT6797M (Helio X20), 2016, 64 bit, deca-core, 20 nm, ARM Mali-T880 GPU",ARM Mali-T880MP4,T Series T10 Dual SIM LTE,4.00
902,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,Kiicia Power Dual Sim,2.00
903,"Qualcomm Snapdragon 212 MSM8909v2, 2015, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,2 Global TD-LTE,1.00
904,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,m6 note Dual SIM TD-LTE US M721L,3.00
905,"Intel Core 7th Gen i7-7660U (Kaby Lake), 2017, 64 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 4096 Kbyte L3, 14 nm, Intel Iris Graphics 640 GPU",Intel Iris Graphics 640,Surface Pro LTE Tablet 1TB,16.00
906,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G71MP12,Mate 10 Pro TD-LTE US BLA-A09,4.00
907,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,ZenFone 4 Dual SIM LTE-A BR ZE554KL,6.00
908,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,R11s Plus Dual SIM TD-LTE CN R11s Plust ,6.00
909,"MediaTek MT6750T, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,Kiicia Mix Dual Sim TD-LTE,3.00
910,"MediaTek MT6757T (Helio P25), 2016, 64 bit, octa-core, 16 nm, ARM Mali-T880 GPU",ARM Mali-T880MP2 ,S Series S8 Pro Dual SIM TD-LTE,6.00
911,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,P Series P1 Dual SIM,1.00
912,"Qualcomm Snapdragon 616 MSM8939v2, 2015, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,H1611 Ascend XT LTE,2.00
913,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,R11s Dual SIM TD-LTE CN R11st,4.00
914,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400,Orion Pro S5205 Dual SIM,1.00
915,"MediaTek MT6763T (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71MP2,F5 Dual SIM TD-LTE IN Version 1 64GB CPH1727,6.00
916,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,AQUOS R Compact TD-LTE 701SH,3.00
917,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,Mi 6 Standard Edition Dual SIM TD-LTE CN 64GB MCE16,4.00
918,"MediaTek MT6750T, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,ZenFone Pegasus 4S Dual SIM TD-LTE CN Version D 64GB ZB570TL,4.00
919,"Apple A11 Bionic APL1072 / APL1W72 (T8015), 2017, 64 bit, hexa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 8192 Kbyte L2, 10 nm",ARM Mali-T860MP2 ,iPhone X A1902 TD-LTE JP 256GB,3.00
920,"Qualcomm Snapdragon 630 SDM630, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 508 GPU",Qualcomm Adreno 508,ZenFone 4 Dual SIM TD-LTE CN ZE554KL,4.00
921,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,Z Series Z6 Dual SIM,1.00
922,"Apple A11 Bionic APL1072 / APL1W72 (T8015), 2017, 64 bit, hexa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 8192 Kbyte L2, 10 nm",ARM Mali-400MP2,iPhone X A1901 TD-LTE 256GB,3.00
923,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,AS998 V30 ACG LTE-A,4.00
924,"Qualcomm Snapdragon 630 SDM630, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 508 GPU",Qualcomm Adreno 508,ZenFone 4 Dual SIM TD-LTE TW-2CA ZE554KL,4.00
925,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,5 Premium Edition Dual SIM Global TD-LTE,3.00
926,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,LK460 G Pad F2 8.0 LTE,2.00
927,"Qualcomm Snapdragon 630 SDM630, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 508 GPU",Qualcomm Adreno 508,ZenFone 4 Dual SIM LTE-A AM ZE554KL,4.00
928,"Qualcomm Snapdragon 630 SDM630, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 508 GPU",Qualcomm Adreno 508,U11 Life Global LTE-A 64GB,4.00
929,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G71MP12,Mate 10 Pro Standard Edition Dual SIM TD-LTE CN BLA-TL00,4.00
930,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,U11+ Dual SIM TD-LTE 64GB,4.00
931,"Intel Core m3 7th Gen m3-7Y30 (Kaby Lake), 2016, 64 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 4096 Kbyte L3, 14 nm, Intel HD Graphics 615 GPU",Intel Iris Graphics 615 EU24,Surface Pro LTE Tablet 128GB,4.00
932,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Xperia R1 Plus Dual SIM TD-LTE,3.00
933,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Xperia R1 Dual SIM TD-LTE,2.00
934,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400,Cyprus Pro S6005X Dual SIM,1.00
935,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G71MP12,Mate 10 Standard Edition Dual SIM TD-LTE CN ALP-TL00,4.00
936,"Apple A11 Bionic APL1072 / APL1W72 (T8015), 2017, 64 bit, hexa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 8192 Kbyte L2, 10 nm",ARM Mali-G71MP12,iPhone 8 A1906 TD-LTE JP 64GB,2.00
937,"Apple A11 Bionic APL1072 / APL1W72 (T8015), 2017, 64 bit, hexa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 8192 Kbyte L2, 10 nm",ARM Mali-G71MP12,iPhone 8 Plus A1898 TD-LTE JP 256GB,3.00
938,"Apple A11 Bionic APL1072 / APL1W72 (T8015), 2017, 64 bit, hexa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 8192 Kbyte L2, 10 nm",ARM Mali-G71MP12,iPhone 8 A1907 TD-LTE CN 256GB,2.00
939,"Apple A11 Bionic APL1072 / APL1W72 (T8015), 2017, 64 bit, hexa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 8192 Kbyte L2, 10 nm",ARM Mali-G71MP12,iPhone 8 Plus A1899 TD-LTE CN 256GB,3.00
940,"Intel Atom x5-Z8550 (Cherry Trail), 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 24 Kbyte D-Cache, 2048 Kbyte L2, 14 nm, Intel HD Graphics 400 GPU",Intel HD Graphics 400,Yoga Book X91L LTE EMEA 64GB,4.00
941,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,A0620 Dual SIM TD-LTE 64GB BA0620,4.00
942,"Qualcomm Snapdragon 212 MSM8909v2, 2015, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,2 Global Dual SIM TD-LTE,1.00
943,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,Z851 Prelude+ LTE / Prelude Plus,1.00
944,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,L501 Dual SIM LTE EU,1.00
945,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,H1711 Ascend XT2 LTE-A TOR-A1,2.00
946,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Rocket SL5565 Dual SIM LTE,2.00
947,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Maverick Pro SL5560 Dual SIM LTE,1.00
948,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Phantom SL5050 Dual SIM LTE,1.00
949,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Eclipse SL5200 Dual SIM LTE,2.00
950,"MediaTek MT8321, 2014, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,Kolorpad IV T7445,1.00
951,"Apple A11 Bionic APL1072 / APL1W72 (T8015), 2017, 64 bit, hexa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 8192 Kbyte L2, 10 nm",ARM Mali-400MP2,iPhone 8 Plus A1864 TD-LTE 256GB,3.00
952,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400,Cosmo S5528 Dual SIM,1.00
953,"Spreadtrum SC7731C, 2014, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400,Wave S5019 Dual SIM,512
954,"Spreadtrum SC7731C, 2014, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400,Luna II S4513 Dual SIM,512
955,"Apple A11 Bionic APL1072 / APL1W72 (T8015), 2017, 64 bit, hexa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 8192 Kbyte L2, 10 nm",ARM Mali-400,iPhone 8 A1863 TD-LTE 64GB,2.00
956,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G71MP12,Mate 10 Premium Edition Dual SIM TD-LTE CN ALP-AL00,6.00
957,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,SP320 X Series X Charge TD-LTE,2.00
958,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,US997U G6+ Amazon Prime Exclusive LTE-A,4.00
959,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,SM-T380 Galaxy Tab A 8.0 2017 WiFi / Galaxy Tab A2 8.0,2.00
960,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,P99 Dual SIM TD-LTE,2.00
961,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Y7 2017 Dual SIM LTE LATAM TRT-L23 / TRT-LX3,2.00
962,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400,Alpha Pro S5527 Dual SIM,1.00
