,full_link
1636,http://phonedb.net/index.php?m=device&id=11766&c=lyf_water_2_dual_sim_td-lte
1637,http://phonedb.net/index.php?m=device&id=11765&c=lyf_water_1_dual_sim_td-lte
1638,http://phonedb.net/index.php?m=device&id=11786&c=huawei_honor_9_standard_edition_dual_sim_td-lte_stf-l09
1639,http://phonedb.net/index.php?m=device&id=11785&c=samsung_sm-j730k_galaxy_j7_2017_td-lte__galaxy_j7_7__samsung_j730
1640,http://phonedb.net/index.php?m=device&id=11784&c=lg_k120s_x_series_x300__lg_pp2
1641,http://phonedb.net/index.php?m=device&id=11783&c=lg_k120k_x_series_x300__lg_pp2
1642,http://phonedb.net/index.php?m=device&id=11780&c=lg_g600kp_g6plus_td-lte__lg_diva
1643,http://phonedb.net/index.php?m=device&id=11782&c=lg_g600sp_g6plus_td-lte__lg_diva
1644,http://phonedb.net/index.php?m=device&id=11781&c=xiaomi_mi6_ceramic_gold_edition_dual_sim_td-lte_tw__xiaomi_sagit
1645,http://phonedb.net/index.php?m=device&id=11779&c=xiaomi_mi_max_2_dual_sim_td-lte_tw_hk_64gb__xiaomi_oxygen
1646,http://phonedb.net/index.php?m=device&id=11778&c=xiaomi_mi_6_dual_sim_td-lte_tw__xiaomi_sagit
1647,http://phonedb.net/index.php?m=device&id=11777&c=doogee_mix_lte_dual_sim_64gb
1648,http://phonedb.net/index.php?m=device&id=11739&c=vernee_mars_pro_dual_sim_lte-a
1649,http://phonedb.net/index.php?m=device&id=11776&c=vernee_mars_dual_sim_lte
1650,http://phonedb.net/index.php?m=device&id=11763&c=cubot_rainbow_2_dual_sim
1651,http://phonedb.net/index.php?m=device&id=11775&c=sugar_y9_td-lte_dual_sim
1652,http://phonedb.net/index.php?m=device&id=11774&c=zte_z986dl_max_blue_4g_lte-a
1653,http://phonedb.net/index.php?m=device&id=11772&c=zte_nubia_m2_play_dual_sim_td-lte_32gb_nx907j
1654,http://phonedb.net/index.php?m=device&id=11740&c=vernee_apollo_x_dual_sim_lte_k558w
1655,http://phonedb.net/index.php?m=device&id=11771&c=sugar_f9_td-lte_dual_sim
1656,http://phonedb.net/index.php?m=device&id=11770&c=motorola_moto_g4_play_dual_sim_td-lte_in_xt1602__motorola_affinity
1657,http://phonedb.net/index.php?m=device&id=11769&c=zte_z798bl_majesty_pro_lte
1658,http://phonedb.net/index.php?m=device&id=11768&c=lg_m151_k_series_k4_2017_lte
1659,http://phonedb.net/index.php?m=device&id=11767&c=asus_zenfone_zoom_s_dual_sim_td-lte_in_id_128gb_ze553kl
1660,http://phonedb.net/index.php?m=device&id=11764&c=motorola_moto_e4_plus_dual_sim_td-lte_in_xt1770__motorola_george
1661,http://phonedb.net/index.php?m=device&id=11762&c=rim_blackberry_keyone_bbb100-6_td-lte_jp_32gb__tcl_mercury
1662,http://phonedb.net/index.php?m=device&id=11761&c=samsung_sm-j727az_galaxy_halo_lte-a__samsung_j727
1663,http://phonedb.net/index.php?m=device&id=11760&c=lg_k425_k_series_k10_4g_lte__lg_m2
1664,http://phonedb.net/index.php?m=device&id=11759&c=lg_m320g_x_series_x_power_2_lte-a__lg_mlv7n
1665,"http://phonedb.net/index.php?m=device&id=11758&c=apple_ipad_pro_10.5-inch_2017_a1701_wifi_512gb__apple_ipad_7,3"
1666,http://phonedb.net/index.php?m=device&id=11757&c=lenovo_z2_plus_td-lte_dual_sim_32gb
1667,http://phonedb.net/index.php?m=device&id=11756&c=lenovo_z2_plus_td-lte_dual_sim_64gb
1668,http://phonedb.net/index.php?m=device&id=11753&c=zte_z799vl_majesty_pro_lte
1669,http://phonedb.net/index.php?m=device&id=11752&c=huawei_mediapad_m3_lite_8.0_td-lte_cpn-l09__huawei_chopin
1670,http://phonedb.net/index.php?m=device&id=11755&c=zte_bv0840_smart_fresh_5_dual_sim_td-lte_32gb__zte_v0840
1671,http://phonedb.net/index.php?m=device&id=11754&c=lg_m250f_k_series_k10_2017_lte__lg_mlv5n
1672,http://phonedb.net/index.php?m=device&id=11664&c=zte_nubia_z17_mini_dual_sim_td-lte_in_nx569j
1673,http://phonedb.net/index.php?m=device&id=11751&c=zte_bv0840_smart_fresh_5_dual_sim_td-lte_16gb__zte_v0840
1674,http://phonedb.net/index.php?m=device&id=11750&c=asus_zenfone_pegasus_4a_dual_sim_td-lte_cn_zb500tl
1675,http://phonedb.net/index.php?m=device&id=11749&c=oppo_r11_dual_sim_td-lte_au_tw_sg_cph_1707
1676,http://phonedb.net/index.php?m=device&id=11743&c=leagoo_m-series_m8_pro_dual_sim_td-lte
1677,http://phonedb.net/index.php?m=device&id=11744&c=gionee_a1_lite_dual_sim_td-lte
1678,http://phonedb.net/index.php?m=device&id=11748&c=samsung_sm-a800i_galaxy_a8_ve_duos_td-lte
1679,http://phonedb.net/index.php?m=device&id=11747&c=motorola_moto_e4_xlte_xt1767pp__motorola_andy
1680,http://phonedb.net/index.php?m=device&id=11746&c=lg_x230f_k_series_k4_2017_lte__x230ar
1681,http://phonedb.net/index.php?m=device&id=11745&c=huawei_mediapad_m3_youth_edition_8.0_td-lte_cpn-al00a_32gb__huawei_chopin
1682,http://phonedb.net/index.php?m=device&id=11738&c=infocus_m5s_dual_sim_td-lte_if9002
1683,http://phonedb.net/index.php?m=device&id=11742&c=kddi_au_qua_tab_px_wimax_2plus_lgt31__lg_b3
1684,http://phonedb.net/index.php?m=device&id=11741&c=bbk_vivo_x9_dual_sim_td-lte_64gb
1685,http://phonedb.net/index.php?m=device&id=11737&c=oneplus_5_dual_sim_global_td-lte_a5000_64gb
1686,http://phonedb.net/index.php?m=device&id=11734&c=bq_aquaris_m10_ubuntu_edition_lte
1687,http://phonedb.net/index.php?m=device&id=11736&c=huawei_mediapad_m3_lite_8.0_wifi_cpn-w09c_64gb__huawei_chopin
1688,http://phonedb.net/index.php?m=device&id=11735&c=motorola_moto_z2_play_dual_sim_td-lte_emea_tw_jp_64gb_xt1710-09__motorola_albus
1689,http://phonedb.net/index.php?m=device&id=11733&c=lg_g600lp_g6_plus_td-lte__g6plus__lg_diva
1690,"http://phonedb.net/index.php?m=device&id=11732&c=apple_ipad_pro_12.9-inch_2017_2nd_gen_a1671_td-lte_256gb__a1821__apple_ipad_7,2"
1691,http://phonedb.net/index.php?m=device&id=11731&c=meizu_pro_6_plus_dual_sim_td-lte_64gb_m686h__meizu_m96
1692,http://phonedb.net/index.php?m=device&id=11730&c=alcatel_one_touch_a3_xl_lte_9008x
1693,http://phonedb.net/index.php?m=device&id=11729&c=archos_sense_50x_lte_dual_sim
1694,http://phonedb.net/index.php?m=device&id=11714&c=archos_sense_55s_lte_dual_sim
1695,http://phonedb.net/index.php?m=device&id=11728&c=kyocera_duraforce_pro_lte-a_e6820tm
1696,http://phonedb.net/index.php?m=device&id=11727&c=new_balance_runiq_watch_uw63100
1697,http://phonedb.net/index.php?m=device&id=11726&c=samsung_sm-a720s_galaxy_a7_2017_lte-a
1698,http://phonedb.net/index.php?m=device&id=11725&c=essential_phone_ph-1_td-lte
1699,http://phonedb.net/index.php?m=device&id=11724&c=asus_zenpad_z8s_xlte_zt582kl_32gb__zenpad_z8_2017
1700,http://phonedb.net/index.php?m=device&id=11723&c=samsung_sm-j3300_galaxy_j3_duos_2017_td-lte_cn__samsung_j330
1701,http://phonedb.net/index.php?m=device&id=11720&c=htc_u11_dual_sim_td-lte_cn_128gb_u-3w__htc_ocean
1702,http://phonedb.net/index.php?m=device&id=11722&c=huawei_mediapad_m2_10.0_standard_edition_td-lte_m2-a01l__huawei_liszt
1703,http://phonedb.net/index.php?m=device&id=11721&c=asus_zenfone_v_xlte_v520kl
1704,http://phonedb.net/index.php?m=device&id=11719&c=htc_u11_dual_sim_td-lte_cn_64gb_u-3w__htc_ocean
1705,http://phonedb.net/index.php?m=device&id=11718&c=samsung_sm-g950fd_galaxy_s8_duos_td-lte__samsung_dream
1706,http://phonedb.net/index.php?m=device&id=11717&c=motorola_moto_c_plus_dual_sim_lte_latam_xt1724
1707,"http://phonedb.net/index.php?m=device&id=11716&c=apple_ipad_pro_12.9-inch_2017_2nd_gen_a1671_td-lte_512gb__a1821__apple_ipad_7,2"
1708,http://phonedb.net/index.php?m=device&id=11715&c=motorola_moto_c_dual_sim_td-lte_in_id_xt1755__motorola_watson
1709,http://phonedb.net/index.php?m=device&id=11713&c=archos_diamond_gamma_lte_dual_sim
1710,http://phonedb.net/index.php?m=device&id=11712&c=archos_diamond_alpha_lte
1711,http://phonedb.net/index.php?m=device&id=11696&c=kyocera_au_qua_phone_qx_wimax_2plus__digno_v_kyv42
1712,http://phonedb.net/index.php?m=device&id=11710&c=asus_zenfone_go_dual_sim_td-lte_in_zb500kl
1713,http://phonedb.net/index.php?m=device&id=11711&c=asus_zenfone_go_dual_sim_td-lte_tw_jp_hk_ph_zb500kl
1714,http://phonedb.net/index.php?m=device&id=11709&c=asus_zenfone_go_dual_sim_lte_eu_zb500kl
1715,http://phonedb.net/index.php?m=device&id=11708&c=vodafone_vfd710_smart_v8_lte
1716,"http://phonedb.net/index.php?m=device&id=11707&c=apple_ipad_pro_10.5-inch_2017_a1709_td-lte_512gb__a1852__apple_ipad_7,4"
1717,http://phonedb.net/index.php?m=device&id=11706&c=motorola_moto_e4_plus_td-lte_na_xt1775__motorola_george
1718,http://phonedb.net/index.php?m=device&id=11705&c=motorola_moto_e4_td-lte_na_xt1767__moto_e_gen_4__motorola_andy
1719,http://phonedb.net/index.php?m=device&id=11704&c=samsung_sm-s327vl_galaxy_j3_luna_pro_lte
1720,"http://phonedb.net/index.php?m=device&id=11703&c=apple_ipad_pro_12.9-inch_2017_2nd_gen_a1670_wifi_64gb__apple_ipad_7,1"
1721,http://phonedb.net/index.php?m=device&id=11702&c=samsung_sm-g615fdd_galaxy_j7_max_2017_duos_td-lte__samsung_g615
1722,http://phonedb.net/index.php?m=device&id=11701&c=samsung_sm-j730gmds_galaxy_j7_pro_duos_td-lte__samsung_j730
1723,http://phonedb.net/index.php?m=device&id=11700&c=vodafone_vfd511_smart_e8_lte
1724,http://phonedb.net/index.php?m=device&id=11699&c=vodafone_vfd610_smart_n8_lte
1725,http://phonedb.net/index.php?m=device&id=11698&c=alcatel_a3_dual_sim_lte_5046d
1726,"http://phonedb.net/index.php?m=device&id=11697&c=apple_ipad_pro_10.5-inch_2017_a1701_wifi_256gb__apple_ipad_7,3"
1727,http://phonedb.net/index.php?m=device&id=11689&c=intex_aqua_crystalplus_dual_sim_td-lte
1728,http://phonedb.net/index.php?m=device&id=11694&c=lg_l58vl_rebel_2_lte__k_series_k4_2017
1729,http://phonedb.net/index.php?m=device&id=11695&c=samsung_sm-c9100_galaxy_c9_2017_duos_td-lte__galaxy_c10_pro
1730,http://phonedb.net/index.php?m=device&id=11693&c=lg_l57bl_rebel_2_lte__k_series_k4_2017
1731,http://phonedb.net/index.php?m=device&id=11691&c=huawei_honor_9_premium_edition_dual_sim_td-lte_stf-al10_128gb
1732,http://phonedb.net/index.php?m=device&id=11692&c=lg_l59bl_grace_lte-a__lg_lv517
1733,http://phonedb.net/index.php?m=device&id=11690&c=huawei_honor_9_standard_edition_dual_sim_td-lte_stf-al00_64gb
1734,http://phonedb.net/index.php?m=device&id=11678&c=huawei_mediapad_m3_lite_10_td-lte_bah-l01_64gb__huawei_bach
1735,http://phonedb.net/index.php?m=device&id=11688&c=huawei_mediapad_m3_lite_8.0_wifi_cpn-w09_32gb__cpn-w09b__huawei_chopin
1736,http://phonedb.net/index.php?m=device&id=11671&c=asus_zenpad_10_td-lte_z301mfl_16gb
1737,http://phonedb.net/index.php?m=device&id=11685&c=alcatel_u5_dual_sim_lte_5044d
1738,http://phonedb.net/index.php?m=device&id=11687&c=samsung_sm-j730fds_galaxy_j7_2017_duos_td-lte__galaxy_j7_pro__samsung_j730
1739,http://phonedb.net/index.php?m=device&id=11686&c=samsung_sm-j530yds_galaxy_j5_pro_2017_duos_td-lte__sm-j530ymds__samsung_j530
1740,http://phonedb.net/index.php?m=device&id=11684&c=motorola_moto_z2_play_dual_sim_td-lte_cn_64gb_xt1710-11__motorola_albus
1741,http://phonedb.net/index.php?m=device&id=11683&c=intex_aqua_a4_dual_sim_td-lte
1742,http://phonedb.net/index.php?m=device&id=11682&c=oppo_r11_plus_dual_sim_td-lte
1743,http://phonedb.net/index.php?m=device&id=11681&c=cherry_mobile_desire_r7_plus_dual_sim_lte
1744,http://phonedb.net/index.php?m=device&id=11680&c=oppo_r11_dual_sim_td-lte_cn_r11
1745,http://phonedb.net/index.php?m=device&id=11679&c=oneplus_5_dual_sim_global_td-lte_a5000_128gb
1746,http://phonedb.net/index.php?m=device&id=11677&c=lg_l83bl_stylo_3_lte-a__lg_ph3
1747,http://phonedb.net/index.php?m=device&id=11642&c=huawei_mediapad_m3_lite_10_td-lte_bah-l09_32gb__huawei_bach
1748,http://phonedb.net/index.php?m=device&id=11676&c=lg_l84vl_stylo_3_lte-a__lg_ph3
1749,http://phonedb.net/index.php?m=device&id=11673&c=asus_zenpad_10_td-lte_z301ml_64gb
1750,http://phonedb.net/index.php?m=device&id=11675&c=huawei_p10_plus_standard_edition_dual_sim_td-lte_jp_vky-l29a_64gb
1751,http://phonedb.net/index.php?m=device&id=11674&c=huawei_p10_premium_edition_dual_sim_td-lte_jp_64gb_vtr-l29b
1752,http://phonedb.net/index.php?m=device&id=11672&c=asus_zenpad_10_td-lte_z301mfl_32gb
1753,http://phonedb.net/index.php?m=device&id=11670&c=micromax_yu_yureka_black_td-lte_dual_sim
1754,http://phonedb.net/index.php?m=device&id=11669&c=huawei_y7_prime_2017_dual_sim_td-lte_cn_trt-tl00_32gb__huawei_toronto
1755,http://phonedb.net/index.php?m=device&id=11668&c=motorola_moto_z2_play_dual_sim_lte_in_64gb_xt1710-10__motorola_albus
1756,http://phonedb.net/index.php?m=device&id=11667&c=zte_nubia_z17_premium_edition_dual_sim_td-lte_nx563h_128gb
1757,"http://phonedb.net/index.php?m=device&id=11666&c=apple_ipad_pro_10.5-inch_2017_a1701_wifi_64gb__apple_ipad_7,3"
1758,http://phonedb.net/index.php?m=device&id=11665&c=zte_nubia_z17_standard_edition_dual_sim_td-lte_nx563j_128gb
1759,http://phonedb.net/index.php?m=device&id=11663&c=lg_x230k_k_series_k4_2017_dual_sim_lte
1760,http://phonedb.net/index.php?m=device&id=11662&c=lg_x240k_k_series_k8_2017_dual_sim_lte__lg_pp2
1761,http://phonedb.net/index.php?m=device&id=11661&c=lg_m250k_k_series_k10_2017_dual_sim_td-lte__lg_mlv5n
1762,http://phonedb.net/index.php?m=device&id=11659&c=motorola_moto_z2_play_dual_sim_lte_br_64gb_xt1710-07__motorola_albus
1763,http://phonedb.net/index.php?m=device&id=11660&c=asus_zenpad_10_td-lte_z301ml_32gb
1764,http://phonedb.net/index.php?m=device&id=11658&c=motorola_moto_z2_play_td-lte_us_64gb_xt1710-06__motorola_albus
1765,"http://phonedb.net/index.php?m=device&id=11657&c=apple_ipad_pro_10.5-inch_2017_a1709_td-lte_256gb__a1852__apple_ipad_7,4"
1766,http://phonedb.net/index.php?m=device&id=11656&c=asus_zenpad_10_td-lte_z301mfl_64gb
1767,http://phonedb.net/index.php?m=device&id=11655&c=asus_zenpad_10_td-lte_z301ml_16gb
1768,http://phonedb.net/index.php?m=device&id=11654&c=lg_mp450_stylo_3_plus_lte-a__lg_ph3
1769,http://phonedb.net/index.php?m=device&id=11653&c=samsung_sm-g9500_galaxy_s8_duos_pirates_of_the_caribbean_edition_td-lte__samsung_dream
1770,http://phonedb.net/index.php?m=device&id=11652&c=lg_x320k_x_series_x500_lte-a__lg_mlv7n
1771,"http://phonedb.net/index.php?m=device&id=11651&c=apple_ipad_pro_12.9-inch_2017_2nd_gen_a1670_wifi_512gb__apple_ipad_7,1"
1772,http://phonedb.net/index.php?m=device&id=11650&c=qiku_phone_360_n5s_lte_dual_sim
1773,http://phonedb.net/index.php?m=device&id=11649&c=ulefone_tiger_lite_3g_lte_dual_sim
1774,http://phonedb.net/index.php?m=device&id=11647&c=gionee_f109l_td-lte_dual_sim
1775,http://phonedb.net/index.php?m=device&id=11648&c=samsung_sm-g955fd_galaxy_s8plus_duos_td-lte_128gb__samsung_dream_2
1776,http://phonedb.net/index.php?m=device&id=11646&c=huawei_mediapad_m3_lite_10_wifi_bah-w09_16gb__huawei_bach
1777,http://phonedb.net/index.php?m=device&id=11643&c=lg_mp260_k_series_k20_plus_2017_lte-a__lg_lv517
1778,http://phonedb.net/index.php?m=device&id=11645&c=gionee_elife_s10b_dual_sim_td-lte
1779,http://phonedb.net/index.php?m=device&id=11644&c=bbk_vivo_v5s_limited_edition_dual_sim_lte_id_th_1713
1780,http://phonedb.net/index.php?m=device&id=11641&c=huawei_mediapad_m3_youth_edition_8.0_td-lte_cpn-al00b_64gb__huawei_chopin
1781,http://phonedb.net/index.php?m=device&id=11640&c=lg_m154_risio_2_lte
1782,http://phonedb.net/index.php?m=device&id=11635&c=xiaomi_hongmi_4x__redmi_4x_premium_edition_dual_sim_td-lte_cn_32gb_mat136__xiaomi_santoni
1783,http://phonedb.net/index.php?m=device&id=11639&c=lg_m430_stylo_3_lte-a__lg_ph3
1784,http://phonedb.net/index.php?m=device&id=11632&c=xiaomi_mi_max_2_dual_sim_td-lte_cn_in_64gb_mde40__xiaomi_oxygen
1785,http://phonedb.net/index.php?m=device&id=11636&c=xiaomi_redmi_note_4x_dual_sim_td-lte_cn_mbt6a5__xiaomi_markw
1786,http://phonedb.net/index.php?m=device&id=11638&c=oukitel_k10000_pro_dual_sim_lte
1787,http://phonedb.net/index.php?m=device&id=11637&c=lg_l63bl_fiesta_lte-a__lg_mlv7n
1788,http://phonedb.net/index.php?m=device&id=11634&c=xiaomi_hongmi_4x__redmi_4x_premium_edition_dual_sim_td-lte_cn_64gb_mae136__xiaomi_santoni
1789,http://phonedb.net/index.php?m=device&id=11633&c=xiaomi_mi_6_dual_sim_td-lte_cn_64gb_mct1__xiaomi_sagit
1790,http://phonedb.net/index.php?m=device&id=11630&c=huawei_nova_2_dual_sim_td-lte_cn_pic-al00__huawei_picture
1791,http://phonedb.net/index.php?m=device&id=11631&c=xiaomi_mi_max_2_dual_sim_td-lte_cn_128gb_mdt4__xiaomi_oxygen
1792,http://phonedb.net/index.php?m=device&id=11629&c=huawei_nova_2_plus_dual_sim_td-lte_cn_bac-al00__huawei_barca
1793,http://phonedb.net/index.php?m=device&id=11628&c=samsung_sm-j330fn_galaxy_j3_2017_td-lte__samsung_j330
1794,http://phonedb.net/index.php?m=device&id=11627&c=samsung_sm-j530fmds_galaxy_j5_2017_duos_td-lte__samsung_j530
1795,http://phonedb.net/index.php?m=device&id=11626&c=samsung_sm-g9298_world_flagship_8_dual_sim_td-lte
1796,http://phonedb.net/index.php?m=device&id=11625&c=karbonn_aura_power_4g_plus_td-lte_dual_sim
1797,http://phonedb.net/index.php?m=device&id=11624&c=huawei_mediapad_t3_10_2017_td-lte_ags-l09_16gb__changwan_pad_2_9.6-inch
1798,http://phonedb.net/index.php?m=device&id=11623&c=huawei_honor_9_premium_edition_dual_sim_td-lte_stf-al10_64gb
1799,http://phonedb.net/index.php?m=device&id=11622&c=samsung_sm-g610fdd_galaxy_on_nxt_duos_td-lte_64gb__samsung_g610
1800,http://phonedb.net/index.php?m=device&id=11621&c=oukitel_k4000_plus_lte_dual_sim
1801,http://phonedb.net/index.php?m=device&id=11614&c=zte_nubia_n1_lite_dual_sim_td-lte
1802,http://phonedb.net/index.php?m=device&id=11620&c=huawei_nova_2_plus_dual_sim_td-lte_cn_bac-tl00__huawei_barca
1803,http://phonedb.net/index.php?m=device&id=11619&c=huawei_nova_2_dual_sim_td-lte_cn_pic-tl00__huawei_picture
1804,http://phonedb.net/index.php?m=device&id=11617&c=lg_k100e_k_series_k3_lte
1805,http://phonedb.net/index.php?m=device&id=11618&c=samsung_sm-g570fds_galaxy_j5_prime_duos_td-lte_32gb__samsung_g570
1806,http://phonedb.net/index.php?m=device&id=11615&c=lg_k130f_k_series_k4_dual_sim_lte
1807,http://phonedb.net/index.php?m=device&id=11616&c=lg_x165g_bello_ii__x165
1808,http://phonedb.net/index.php?m=device&id=11613&c=zte_bv0800_blade_v8_dual_sim_td-lte_jp
1809,http://phonedb.net/index.php?m=device&id=11612&c=lg_k580dsf_x_series_x_cam_dual_sim_lte__lg_k7n
1810,http://phonedb.net/index.php?m=device&id=11611&c=lg_k220dsf_x_series_x_power_dual_sim_lte__lg_x3
1811,http://phonedb.net/index.php?m=device&id=11610&c=lg_k200dsf_x_series_x_style_dual_sim_lte__lg_k6b
1812,http://phonedb.net/index.php?m=device&id=11609&c=htc_desire_626s_4g_lte_latam_8gb
1813,http://phonedb.net/index.php?m=device&id=11608&c=lg_l64vl_fiesta_lte-a__x_power_2__lg_mlv7n
1814,http://phonedb.net/index.php?m=device&id=11541&c=yamada_denki_everyphone_hg_dual_sim_lte_ep-171hg
1815,http://phonedb.net/index.php?m=device&id=11604&c=huawei_honor_6a_dual_sim_td-lte_cn_dli-tl20_32gb__huawei_delhi
1816,http://phonedb.net/index.php?m=device&id=11607&c=huawei_nova_young_4g_lte_mya-l11__y6_2017__huawei_maya
1817,http://phonedb.net/index.php?m=device&id=11605&c=oppo_r11_plus_dual_sim_td-lte__r11_plust__r11_pluskt
1818,http://phonedb.net/index.php?m=device&id=11603&c=huawei_honor_6a_dual_sim_td-lte_cn_dli-al10_16gb__huawei_delhi
1819,http://phonedb.net/index.php?m=device&id=11602&c=huawei_mediapad_t3_8.0_2017_td-lte_kob-l09_16gb__honor_changwan_pad_2__huawei_kobe
1820,http://phonedb.net/index.php?m=device&id=11599&c=vernee_thor_e_dual_sim_lte
1821,http://phonedb.net/index.php?m=device&id=11601&c=samsung_sm-j727s_galaxy_wide_2__samsung_j727
1822,http://phonedb.net/index.php?m=device&id=11597&c=lg_m701_x_series_x_venture_lte-a__lg_lv9n
1823,http://phonedb.net/index.php?m=device&id=11600&c=samsung_sm-g892a_galaxy_s8_active_td-lte
1824,http://phonedb.net/index.php?m=device&id=11598&c=samsung_sm-j730fmds_galaxy_j7_2017_duos_td-lte__samsung_j730
1825,http://phonedb.net/index.php?m=device&id=11596&c=lg_k240h_x_series_x_max_4g_lte__lg_mk6m
1826,http://phonedb.net/index.php?m=device&id=11595&c=lg_k240_x_series_x_max_dual_sim_lte__lg_mk6m
1827,http://phonedb.net/index.php?m=device&id=11594&c=lg_k212_x_series_x_power_xfinity_mobile_lte__lg_x3
1828,http://phonedb.net/index.php?m=device&id=11593&c=lg_h700_x_series_x_venture_lte-a__lg_lv9n
1829,http://phonedb.net/index.php?m=device&id=11592&c=lg_m322_x_series_x_charge_xfinity_mobile_lte-a__x_power_2__lg_mlv7n
1830,http://phonedb.net/index.php?m=device&id=11590&c=oppo_r11_dual_sim_td-lte_cn_r11t
1831,http://phonedb.net/index.php?m=device&id=11589&c=motorola_moto_z2_play_dual_sim_td-lte_cn_64gb_xt1710-08__motorola_albus
1832,http://phonedb.net/index.php?m=device&id=11588&c=htc_u11_td-lte_601ht__htc_ocean
1833,http://phonedb.net/index.php?m=device&id=11587&c=huawei_y3_2017_hspa_cro-u00__huawei_crow
1834,http://phonedb.net/index.php?m=device&id=11586&c=lg_x320s_x_series_x500_lte-a__lg_mlv7n
1835,http://phonedb.net/index.php?m=device&id=11585&c=nokia_6_dual_sim_global_td-lte_32gb__hmd_d1c
1836,http://phonedb.net/index.php?m=device&id=11584&c=motorola_moto_c_dual_sim_td-lte_emea_xt1754__motorola_watson
1837,"http://phonedb.net/index.php?m=device&id=11582&c=apple_ipad_9.7-inch_2017_5th_gen_a1823_td-lte_cn_32gb__apple_ipad_6,12"
1838,http://phonedb.net/index.php?m=device&id=11581&c=sprint_htc_u11_td-lte__htc_ocean
1839,http://phonedb.net/index.php?m=device&id=11580&c=lg_m320_x_series_x_power_2_dual_sim_lte-a__lg_mlv7n
