,full_link
4466,http://phonedb.net/index.php?m=device&id=8939&c=acer_liquid_z530_lte_8gb_t02
4467,http://phonedb.net/index.php?m=device&id=8950&c=axioo_picopad_t1_lte
4468,http://phonedb.net/index.php?m=device&id=8949&c=iball_cobalt_solus_4g_dual_sim
4469,http://phonedb.net/index.php?m=device&id=8948&c=tcl_i800_dual_sim_td-lte
4470,http://phonedb.net/index.php?m=device&id=8947&c=philips_s616_dual_sim_td-lte
4471,http://phonedb.net/index.php?m=device&id=8945&c=asus_zenfone_zoom_zx551ml_td-lte_tw_jp_64gb
4472,"http://phonedb.net/index.php?m=device&id=8944&c=apple_ipad_pro_12.9-inch_2017_2nd_gen_a1671_td-lte_64gb__a1821__apple_ipad_7,2"
4473,http://phonedb.net/index.php?m=device&id=8940&c=acer_liquid_z530s_lte_32gb
4474,http://phonedb.net/index.php?m=device&id=8942&c=freetel_katana_01_dual_sim_lte_ftj152e
4475,"http://phonedb.net/index.php?m=device&id=8936&c=apple_iphone_6s_plus_a1687_td-lte_16gb__apple_iphone_8,1"
4476,http://phonedb.net/index.php?m=device&id=8943&c=coolpad_8692-a00_dual_sim_td-lte__8692-m02
4477,http://phonedb.net/index.php?m=device&id=8941&c=freetel_katana_02_dual_sim_lte_ftj152f
4478,http://phonedb.net/index.php?m=device&id=8938&c=acer_liquid_z530_lte_16gb_t02
4479,"http://phonedb.net/index.php?m=device&id=8937&c=apple_iphone_6s_a1688_td-lte_64gb__apple_iphone_8,2"
4480,http://phonedb.net/index.php?m=device&id=8935&c=samsung_sm-n920g_galaxy_note_5_td-lte__samsung_noble
4481,"http://phonedb.net/index.php?m=device&id=8934&c=apple_ipad_mini_4_wifi_a1538_16gb__apple_ipad_5,1"
4482,http://phonedb.net/index.php?m=device&id=8933&c=meizu_m2_m578ma_dual_sim_td-lte__meizu_meilan_2
4483,http://phonedb.net/index.php?m=device&id=8932&c=samsung_sm-j200fds_galaxy_j2_duos_lte
4484,"http://phonedb.net/index.php?m=device&id=8931&c=apple_iphone_6s_plus_a1699_td-lte_cn_128gb__apple_iphone_8,1"
4485,"http://phonedb.net/index.php?m=device&id=8930&c=apple_iphone_6s_a1700_td-lte_cn_16gb__apple_iphone_8,2"
4486,"http://phonedb.net/index.php?m=device&id=8929&c=apple_ipad_2_wifi_a1395_16gb__apple_ipad_2,4"
4487,http://phonedb.net/index.php?m=device&id=8928&c=telstra_tough_max_lte__zte_t84
4488,http://phonedb.net/index.php?m=device&id=8927&c=huawei_y6_dual_sim_scl-u31__huawei_scale
4489,http://phonedb.net/index.php?m=device&id=8888&c=telstra_zte_4gx_buzz_lte
4490,http://phonedb.net/index.php?m=device&id=8926&c=lg_h630d_g4_stylus_dual_sim_4g_lte__lg_p1s
4491,"http://phonedb.net/index.php?m=device&id=8925&c=apple_ipad_mini_4_td-lte_a1550_128gb__apple_ipad_5,2"
4492,http://phonedb.net/index.php?m=device&id=8924&c=zte_nubia_z9_mini_dual_sim_td-lte_nx511h
4493,http://phonedb.net/index.php?m=device&id=8923&c=zte_axon_elite_a1_dual_sim_td-lte
4494,"http://phonedb.net/index.php?m=device&id=8921&c=apple_iphone_6s_plus_a1687_td-lte_64gb__apple_iphone_8,1"
4495,http://phonedb.net/index.php?m=device&id=8922&c=samsung_sm-r730t_gear_s2_3g__samsung_orbis
4496,"http://phonedb.net/index.php?m=device&id=8920&c=apple_iphone_6s_a1688_td-lte_16gb__apple_iphone_8,2"
4497,"http://phonedb.net/index.php?m=device&id=8919&c=apple_ipad_mini_4_wifi_a1538_128gb__apple_ipad_5,1"
4498,http://phonedb.net/index.php?m=device&id=8916&c=hisense_pureshotplus_td-lte_dual_sim
4499,http://phonedb.net/index.php?m=device&id=8915&c=hisense_pureshot_td-lte_dual_sim
4500,"http://phonedb.net/index.php?m=device&id=8918&c=apple_ipad_mini_4_td-lte_a1550_64gb__apple_ipad_5,2"
4501,http://phonedb.net/index.php?m=device&id=8908&c=motorola_moto_x_style_td-lte_64gb_xt1570__motorola_clark
4502,"http://phonedb.net/index.php?m=device&id=8917&c=apple_ipad_pro_12.9-inch_wifi_a1584_32gb__apple_ipad_6,7"
4503,http://phonedb.net/index.php?m=device&id=8913&c=blu_vivo_air_lte
4504,"http://phonedb.net/index.php?m=device&id=8914&c=apple_iphone_6s_plus_a1634_td-lte_16gb__apple_iphone_8,1"
4505,"http://phonedb.net/index.php?m=device&id=8909&c=apple_ipad_pro_12.9-inch_td-lte_a1652_128gb__apple_ipad_6,8"
4506,http://phonedb.net/index.php?m=device&id=8911&c=blu_pure_xl_lte_dual_sim
4507,"http://phonedb.net/index.php?m=device&id=8912&c=apple_iphone_6s_a1633_td-lte_128gb__apple_iphone_8,2"
4508,http://phonedb.net/index.php?m=device&id=8910&c=panasonic_t35_dual_sim
4509,http://phonedb.net/index.php?m=device&id=8905&c=oppo_r7_plus_fc_barcelona_tw_td-lte_dual_sim
4510,http://phonedb.net/index.php?m=device&id=8907&c=motorola_moto_x_style_td-lte_16gb_xt1570__motorola_clark
4511,http://phonedb.net/index.php?m=device&id=8843&c=lenovo_ideapad_y700-15isk_touch
4512,http://phonedb.net/index.php?m=device&id=8906&c=oppo_r7_plus_fc_barcelona_us_td-lte_dual_sim
4513,http://phonedb.net/index.php?m=device&id=8904&c=oppo_r7_plus_fc_barcelona_global_td-lte_dual_sim
4514,http://phonedb.net/index.php?m=device&id=8903&c=starmobile_knight_elite_lte_dual_sim
4515,http://phonedb.net/index.php?m=device&id=8902&c=samsung_sm-r750a_gear_s_3g
4516,http://phonedb.net/index.php?m=device&id=8853&c=samsung_sm-g928p_galaxy_s6_edgeplus_td-lte_64gb__samsung_zen
4517,http://phonedb.net/index.php?m=device&id=8901&c=toshiba_satellite_radius_12
4518,http://phonedb.net/index.php?m=device&id=8900&c=sony_xperia_z5_compact_td-lte_so-02h__sony_suzuran
4519,http://phonedb.net/index.php?m=device&id=8898&c=caterpillar_cat_s30_lte_na
4520,http://phonedb.net/index.php?m=device&id=8899&c=lava_pixel_v2_lte_dual_sim
4521,http://phonedb.net/index.php?m=device&id=8897&c=caterpillar_cat_s30_global_lte
4522,http://phonedb.net/index.php?m=device&id=8850&c=samsung_sm-n920a_galaxy_note_5_lte-a_32gb__samsung_noble
4523,http://phonedb.net/index.php?m=device&id=8896&c=acer_chromebook_11_cb3-131
4524,http://phonedb.net/index.php?m=device&id=8895&c=intex_aqua_v5_dual_sim
4525,http://phonedb.net/index.php?m=device&id=8894&c=lenovo_miix_700
4526,http://phonedb.net/index.php?m=device&id=8893&c=archos_diamond_plus_lte_dual_sim
4527,http://phonedb.net/index.php?m=device&id=8887&c=zte_n939sc_weiwu_3_td-lte_dual_sim
4528,"http://phonedb.net/index.php?m=device&id=8892&c=apple_iphone_6s_plus_a1634_td-lte_64gb__apple_iphone_8,1"
4529,http://phonedb.net/index.php?m=device&id=8891&c=lg_h779_aka_4g_td-lte
4530,http://phonedb.net/index.php?m=device&id=8890&c=elephone_p9000_nfc_dual_sim_td-lte
4531,http://phonedb.net/index.php?m=device&id=8889&c=lg_h968_v10_dual_sim_td-lte__lg_hpf
4532,http://phonedb.net/index.php?m=device&id=8873&c=huawei_mate_s_crr-cl00_premium_edition_dual_sim_td-lte_64gb
4533,http://phonedb.net/index.php?m=device&id=8886&c=asus_zenfone_2_laser_dual_sim_td-lte_16gb_ze500kl
4534,http://phonedb.net/index.php?m=device&id=8885&c=asus_zenfone_2_laser_dual_sim_global_lte_16gb_ze500kl
4535,http://phonedb.net/index.php?m=device&id=8884&c=zte_v3_extreme_edition_td-lte_dual_sim
4536,http://phonedb.net/index.php?m=device&id=8882&c=asus_zenfone_2_laser_5.5_dual_sim_lte_tw_jp_ze550kl
4537,http://phonedb.net/index.php?m=device&id=8883&c=zte_v3_energy_edition_lte_dual_sim
4538,http://phonedb.net/index.php?m=device&id=8881&c=asus_zenfone_2_laser_5.5_dual_sim_global_lte_ze550kl
4539,http://phonedb.net/index.php?m=device&id=8880&c=acer_iconia_talk_s_a1-724_lte_dual_sim_16gb
4540,http://phonedb.net/index.php?m=device&id=8852&c=samsung_sm-g928v_galaxy_s6_edgeplus_lte-a_32gb__samsung_zen
4541,http://phonedb.net/index.php?m=device&id=8879&c=alcatel_one_touch_idol_3c_td-lte__tcl_i806
4542,http://phonedb.net/index.php?m=device&id=8878&c=alcatel_one_touch_pixi_first
4543,http://phonedb.net/index.php?m=device&id=8877&c=alcatel_one_touch_pixi_3_10_wifi
4544,http://phonedb.net/index.php?m=device&id=8860&c=sony_xperia_z5_td-lte_e6603_s60__sony_sumire_ss
4545,http://phonedb.net/index.php?m=device&id=8875&c=lenovo_a2010-a_dual_sim_td-lte
4546,http://phonedb.net/index.php?m=device&id=8876&c=samsung_sm-t710_galaxy_tab_s2_nook_8.0
4547,http://phonedb.net/index.php?m=device&id=8874&c=coolpad_v1-t_bodun_td-lte
4548,http://phonedb.net/index.php?m=device&id=8872&c=acer_liquid_z630_lte_t03
4549,http://phonedb.net/index.php?m=device&id=8871&c=caterpillar_cat_s50c_lte
4550,http://phonedb.net/index.php?m=device&id=8870&c=lenovo_yoga_tablet_3_8.0_wifi_yt3-850f
4551,http://phonedb.net/index.php?m=device&id=8869&c=alcatel_one_touch_xess
4552,http://phonedb.net/index.php?m=device&id=8868&c=samsung_sm-t817r4_galaxy_tab_s2_9.7_lte-a
4553,http://phonedb.net/index.php?m=device&id=8854&c=samsung_sm-n920p_galaxy_note_5_td-lte_32gb__samsung_noble
4554,http://phonedb.net/index.php?m=device&id=8863&c=tencent_qq_watch
4555,http://phonedb.net/index.php?m=device&id=8867&c=acer_liquid_z320_dual_sim
4556,http://phonedb.net/index.php?m=device&id=8866&c=acer_liquid_z330_lte_na_dual_sim_t01
4557,http://phonedb.net/index.php?m=device&id=8865&c=haier_phone_g33_dual_sim
4558,http://phonedb.net/index.php?m=device&id=8864&c=haier_phone_i51_dual_sim
4559,http://phonedb.net/index.php?m=device&id=8862&c=motorola_moto_360_2nd_gen_2015_women_smart_watch_360s
4560,http://phonedb.net/index.php?m=device&id=8859&c=alcatel_one_touch_pop_up_lte_dual_sim
4561,http://phonedb.net/index.php?m=device&id=8861&c=sony_xperia_z5_dual_lte_e6633_s60__sony_sumire_ds
4562,http://phonedb.net/index.php?m=device&id=8851&c=samsung_sm-n920t_galaxy_note_5_lte-a_64gb__samsung_noble
4563,http://phonedb.net/index.php?m=device&id=8857&c=alcatel_one_touch_go_play_lte_7048x
4564,http://phonedb.net/index.php?m=device&id=8858&c=sony_xperia_z5_premium_dual_sim_td-lte_e6883__sony_satsuki_ds
4565,http://phonedb.net/index.php?m=device&id=8856&c=samsung_sm-r730v_gear_s2_cdma__samsung_orbis
4566,http://phonedb.net/index.php?m=device&id=8855&c=acer_predator_8_gt-810_32gb
4567,http://phonedb.net/index.php?m=device&id=8849&c=samsung_sm-g928a_galaxy_s6_edgeplus_lte-a_64gb__samsung_zen
4568,http://phonedb.net/index.php?m=device&id=8847&c=acer_liquid_m320_dual_sim
4569,http://phonedb.net/index.php?m=device&id=8848&c=acer_liquid_jade_primo_s58_lte_dual_sim
4570,http://phonedb.net/index.php?m=device&id=8846&c=acer_liquid_m330_lte_na_dual_sim_tm01
4571,http://phonedb.net/index.php?m=device&id=8842&c=lenovo_yoga_tablet_3_8.0_td-lte_cn
4572,http://phonedb.net/index.php?m=device&id=8845&c=motorola_moto_360_sport_smart_watch_360sp
4573,http://phonedb.net/index.php?m=device&id=8841&c=acer_predator_8_gt-810_64gb
4574,http://phonedb.net/index.php?m=device&id=8844&c=gionee_f103_td-lte_dual_sim
4575,http://phonedb.net/index.php?m=device&id=8840&c=lenovo_yoga_tablet_3_8.0_lte_emea_yt3-850l
4576,http://phonedb.net/index.php?m=device&id=8839&c=lenovo_yoga_tablet_3_10.1_lte_emea
4577,http://phonedb.net/index.php?m=device&id=8838&c=lenovo_yt3-x90x_yoga_tab_3_pro_10.1_td-lte_32gb
4578,http://phonedb.net/index.php?m=device&id=8837&c=lenovo_yt3-x90l_yoga_tab_3_pro_10.1_td-lte_16gb
4579,http://phonedb.net/index.php?m=device&id=8832&c=lenovo_yoga_tablet_3_10.1_wifi
4580,http://phonedb.net/index.php?m=device&id=8836&c=motorola_moto_360_2nd_gen_2015_men_42mm_smart_watch_360s
4581,http://phonedb.net/index.php?m=device&id=8835&c=sony_xperia_z5_dual_td-lte_e6683_s60__sony_sumire_ds
4582,http://phonedb.net/index.php?m=device&id=8834&c=lenovo_pb1-750n_phab_td-lte_dual_sim_non-asian
4583,http://phonedb.net/index.php?m=device&id=8833&c=lenovo_yoga_tablet_3_10.1_td-lte_cn
4584,http://phonedb.net/index.php?m=device&id=8831&c=gigaset_me_dual_sim_td-lte_gs55-6
4585,http://phonedb.net/index.php?m=device&id=8830&c=sony_xperia_z5_premium_dual_sim_lte_e6833__sony_satsuki_ds
4586,http://phonedb.net/index.php?m=device&id=8829&c=gigaset_me_pure_dual_sim_td-lte_gs53-6
4587,http://phonedb.net/index.php?m=device&id=8827&c=motorola_moto_x_force_64gb_dual_sim_td-lte_xt1581__motorola_bounce
4588,http://phonedb.net/index.php?m=device&id=8828&c=motorola_moto_360_2nd_gen_2015_men_46mm_smart_watch_360l
4589,http://phonedb.net/index.php?m=device&id=8826&c=sony_xperia_z5_compact_td-lte_e5803_s50__sony_suzuran
4590,http://phonedb.net/index.php?m=device&id=8825&c=huawei_mate_s_crr-l09_force_touch_premium_edition_td-lte_128gb
4591,http://phonedb.net/index.php?m=device&id=8824&c=sony_xperia_z5_td-lte_e6653_s60__sony_sumire_ss
4592,http://phonedb.net/index.php?m=device&id=8823&c=sony_xperia_z5_premium_td-lte_e6853__sony_satsuki_ss
4593,http://phonedb.net/index.php?m=device&id=8822&c=gigaset_me_pro_dual_sim_td-lte_gs57-6
4594,http://phonedb.net/index.php?m=device&id=8821&c=qiku_phone_q_terra_ultimate_edition_dual_sim_td-lte
4595,http://phonedb.net/index.php?m=device&id=8818&c=qiku_phone_q_luna_youth_edition_dual_sim_4g_td-lte__8681-a01
4596,http://phonedb.net/index.php?m=device&id=8820&c=samsung_sm-r730a_gear_s2_3g__samsung_orbis
4597,http://phonedb.net/index.php?m=device&id=8819&c=samsung_sm-g928i_galaxy_s6_edgeplus_td-lte_64gb__samsung_zen
4598,http://phonedb.net/index.php?m=device&id=8811&c=bq_aquaris_m4.5_4g_lte_dual_sim_16gb
4599,http://phonedb.net/index.php?m=device&id=8817&c=gionee_s5.1_pro_gn9007_dual_sim_td-lte
4600,http://phonedb.net/index.php?m=device&id=8816&c=samsung_sm-r720_gear_s2__samsung_orbis
4601,http://phonedb.net/index.php?m=device&id=8815&c=samsung_sm-r732_gear_s2_classic__samsung_orbis
4602,http://phonedb.net/index.php?m=device&id=8809&c=bq_aquaris_m5_4g_lte_dual_sim_32gb
4603,http://phonedb.net/index.php?m=device&id=8516&c=samsung_sm-r730_gear_s2_3g__gear_a__samsung_orbis
4604,http://phonedb.net/index.php?m=device&id=8812&c=bq_aquaris_m4.5_4g_lte_dual_sim_8gb
4605,http://phonedb.net/index.php?m=device&id=8814&c=lg_watch_urbane_luxe_limited_edition
4606,http://phonedb.net/index.php?m=device&id=8813&c=lenovo_pb1-770n_phab_plus_td-lte_dual_sim
4607,http://phonedb.net/index.php?m=device&id=8810&c=bq_aquaris_e5_4g_lte_dual_sim_8gb
4608,http://phonedb.net/index.php?m=device&id=8808&c=bq_aquaris_e5_4g_lte_dual_sim_16gb
4609,http://phonedb.net/index.php?m=device&id=8807&c=bq_aquaris_m5_4g_lte_dual_sim_16gb
4610,http://phonedb.net/index.php?m=device&id=8806&c=bq_aquaris_e4_dual_sim
4611,http://phonedb.net/index.php?m=device&id=8805&c=bq_aquaris_e6_dual_sim
4612,http://phonedb.net/index.php?m=device&id=8804&c=bq_aquaris_e5_fhd_dual_sim
4613,http://phonedb.net/index.php?m=device&id=8803&c=bq_aquaris_e5_hd_dual_sim
4614,http://phonedb.net/index.php?m=device&id=8802&c=bq_aquaris_e4.5_dual_sim
4615,http://phonedb.net/index.php?m=device&id=8801&c=samsung_sm-n920v_galaxy_note_5_lte-a_64gb__samsung_noble
4616,http://phonedb.net/index.php?m=device&id=8557&c=samsung_sm-j110hds_galaxy_j1_ace_3g_duos__sm-j110hdd
4617,http://phonedb.net/index.php?m=device&id=8800&c=elephone_p4000_dual_sim_td-lte
4618,http://phonedb.net/index.php?m=device&id=8799&c=elephone_trunk_dual_sim_lte
4619,http://phonedb.net/index.php?m=device&id=8798&c=meizu_m2_m578a_dual_sim_td-lte__meizu_meilan_2
4620,http://phonedb.net/index.php?m=device&id=8797&c=samsung_sm-g928t_galaxy_s6_edgeplus_lte-a_64gb__samsung_zen
4621,http://phonedb.net/index.php?m=device&id=8796&c=samsung_sm-n9208_galaxy_note_5_td-lte_32gb__samsung_noble
4622,http://phonedb.net/index.php?m=device&id=8795&c=elephone_q
4623,http://phonedb.net/index.php?m=device&id=8794&c=goclever_chronos_eco_smart_watch
4624,http://phonedb.net/index.php?m=device&id=8793&c=orange_dive_30_lte_dual_sim
4625,http://phonedb.net/index.php?m=device&id=8785&c=obi_worldphone_sj1.5_version_2_dual_sim
4626,http://phonedb.net/index.php?m=device&id=8792&c=htc_desire_626s_4g_lte_na_8gb
4627,"http://phonedb.net/index.php?m=device&id=8791&c=apple_iphone_6s_a1633_td-lte_64gb__apple_iphone_8,2"
4628,http://phonedb.net/index.php?m=device&id=8777&c=samsung_sm-g928l_galaxy_s6_edgeplus_td-lte_32gb__samsung_zen
4629,http://phonedb.net/index.php?m=device&id=8790&c=lg_h634_g_stylo_lte__lg_p1s
4630,http://phonedb.net/index.php?m=device&id=8789&c=microsoft_surface_phone_128gb__microsoft_juggernaut_alpha
4631,http://phonedb.net/index.php?m=device&id=8787&c=huawei_nexus_6p_a1_td-lte_64gb_h1511__huawei_angler
4632,http://phonedb.net/index.php?m=device&id=8788&c=huawei_honor_zero_smartwatch
4633,http://phonedb.net/index.php?m=device&id=8773&c=samsung_sm-g928s_galaxy_s6_edgeplus_td-lte__samsung_zen
4634,http://phonedb.net/index.php?m=device&id=8783&c=obi_worldphone_sf1_td-lte_dual_sim_16gb
4635,http://phonedb.net/index.php?m=device&id=8786&c=archos_diamond_tab_lte
4636,http://phonedb.net/index.php?m=device&id=8784&c=obi_worldphone_sj1.5_version_1_dual_sim
4637,http://phonedb.net/index.php?m=device&id=8782&c=obi_worldphone_sf1_td-lte_dual_sim_32gb
4638,http://phonedb.net/index.php?m=device&id=8781&c=zopo_speed_7_zp951_dual_sim_lte
4639,http://phonedb.net/index.php?m=device&id=8775&c=samsung_sm-n920k_galaxy_note_5_td-lte_64gb__samsung_noble
4640,http://phonedb.net/index.php?m=device&id=8780&c=huawei_g7_plus_td-lte_dual_sim_rio-tl00__huawei_maimang_4
4641,http://phonedb.net/index.php?m=device&id=8779&c=meizu_mx5_m575_dual_sim_td-lte_16gb
4642,http://phonedb.net/index.php?m=device&id=8776&c=samsung_sm-g928k_galaxy_s6_edgeplus_td-lte_32gb__samsung_zen
4643,http://phonedb.net/index.php?m=device&id=8778&c=motorola_droid_maxx_2_lte_16gb_xt1565__motorola_lux
4644,http://phonedb.net/index.php?m=device&id=8774&c=samsung_sm-n920l_galaxy_note_5_td-lte_32gb__samsung_noble
4645,http://phonedb.net/index.php?m=device&id=8772&c=intex_aqua_4g_turbo_td-lte_dual_sim
4646,http://phonedb.net/index.php?m=device&id=8771&c=doogee_f5_dual_sim_lte
4647,http://phonedb.net/index.php?m=device&id=8770&c=panasonic_eluga_icon_dual_sim_td-lte
4648,http://phonedb.net/index.php?m=device&id=8769&c=meizu_mx5_m575u_dual_sim_td-lte_16gb
4649,http://phonedb.net/index.php?m=device&id=8768&c=archos_elements_50e_helium_lte_dual_sim
4650,http://phonedb.net/index.php?m=device&id=7232&c=archos_elements_50_cesium_lte_dual_sim
4651,http://phonedb.net/index.php?m=device&id=8767&c=archos_elements_50_diamond_s_lte_dual_sim
4652,http://phonedb.net/index.php?m=device&id=8765&c=micromax_e455_canvas_nitro_4g_td-lte_dual_sim
4653,http://phonedb.net/index.php?m=device&id=8766&c=samsung_sm-g9287c_galaxy_s6_edgeplus_td-lte__samsung_zen
4654,http://phonedb.net/index.php?m=device&id=8763&c=zte_g721c_td-lte_dual_sim
4655,http://phonedb.net/index.php?m=device&id=8764&c=doogee_x5_pro_lte_dual_sim
4656,http://phonedb.net/index.php?m=device&id=8762&c=zte_g721t_td-lte_dual_sim
4657,http://phonedb.net/index.php?m=device&id=8761&c=wiko_m768_selfy_4g_lte
4658,http://phonedb.net/index.php?m=device&id=8760&c=samsung_sm-n920s_galaxy_note_5_td-lte_64gb__samsung_noble
4659,http://phonedb.net/index.php?m=device&id=8759&c=samsung_sm-g928x_galaxy_s6_edgeplus_lte-a__samsung_zen
4660,http://phonedb.net/index.php?m=device&id=8758&c=huawei_honor_xiao_k_smartwatch_k1-g01__watch_kid
4661,http://phonedb.net/index.php?m=device&id=8757&c=lg_v940n_g_pad_ii_10.1_lte_eu
4662,http://phonedb.net/index.php?m=device&id=8756&c=zte_n928st_td-lte_dual_sim
4663,http://phonedb.net/index.php?m=device&id=8755&c=gionee_gn152_td-lte
4664,http://phonedb.net/index.php?m=device&id=8754&c=xiaomi_mi_4c_td-lte_dual_sim_16gb_2015561
4665,http://phonedb.net/index.php?m=device&id=8745&c=huawei_honor_7i_standard_edition_dual_sim_td-lte_ath-cl00
4666,http://phonedb.net/index.php?m=device&id=8753&c=zte_axon_tianji_mini_b2015_td-lte_dual_sim
4667,http://phonedb.net/index.php?m=device&id=8752&c=bbk_vivo_y37l_td-lte
4668,http://phonedb.net/index.php?m=device&id=8744&c=huawei_honor_7i_standard_edition_dual_sim_td-lte_ath-ul00
4669,http://phonedb.net/index.php?m=device&id=8751&c=coolpad_fengshang_y82-520_td-lte_dual_sim
4670,http://phonedb.net/index.php?m=device&id=8749&c=asus_zenpad_10_z300cl_lte_jp_64gb
4671,http://phonedb.net/index.php?m=device&id=8750&c=coolpad_y82-820_td-lte_dual_sim
4672,http://phonedb.net/index.php?m=device&id=8748&c=asus_zenpad_s_8.0_z580ca_jp_32gb
4673,http://phonedb.net/index.php?m=device&id=8747&c=asus_zenpad_8.0_z380kl_lte_jp_16gb
4674,http://phonedb.net/index.php?m=device&id=8746&c=jolla_tablet_64gb
4675,http://phonedb.net/index.php?m=device&id=8741&c=samsung_sm-g928r4_galaxy_s6_edgeplus_lte-a_32gb__samsung_zen
4676,http://phonedb.net/index.php?m=device&id=8743&c=huawei_honor_7i_standard_edition_dual_sim_td-lte_ath-tl00__ath-tl00h
4677,http://phonedb.net/index.php?m=device&id=8742&c=asus_zenfone_2_deluxe_special_edition_dual_sim_lte_ze551ml_256gb
4678,http://phonedb.net/index.php?m=device&id=8740&c=samsung_sm-g928f_galaxy_s6_edgeplus_lte-a_32gb__samsung_zen
4679,http://phonedb.net/index.php?m=device&id=8739&c=oppo_r5s_lte_global
4680,http://phonedb.net/index.php?m=device&id=8738&c=oppo_r5s_lte_us
4681,http://phonedb.net/index.php?m=device&id=8737&c=lanix_ilium_l1100_lte
4682,http://phonedb.net/index.php?m=device&id=8736&c=asus_zenfone_2_deluxe_global_dual_sim_lte_ze551ml_64gb
4683,http://phonedb.net/index.php?m=device&id=8735&c=samsung_sm-n920r4_galaxy_note_5_lte-a_32gb__samsung_noble
4684,http://phonedb.net/index.php?m=device&id=8734&c=doogee_valencia_2_y100_pro_dual_sim_lte
4685,http://phonedb.net/index.php?m=device&id=8733&c=huawei_honor_7i_premium_edition_dual_sim_td-lte_ath-al00
4686,http://phonedb.net/index.php?m=device&id=8732&c=motorola_moto_x_play_td-lte_16gb_xt1561__motorola_lux
4687,http://phonedb.net/index.php?m=device&id=8731&c=hisense_hs-e71m_dual_sim_td-lte
4688,http://phonedb.net/index.php?m=device&id=8730&c=hisense_hs-e71t_dual_sim_td-lte
4689,http://phonedb.net/index.php?m=device&id=8729&c=silent_circle_blackphone_2_bp2_lte_na
4690,http://phonedb.net/index.php?m=device&id=8728&c=coolpad_8681-m02_td-lte
4691,http://phonedb.net/index.php?m=device&id=8727&c=samsung_sm-n9208_galaxy_note_5_td-lte_64gb__samsung_noble
4692,http://phonedb.net/index.php?m=device&id=8726&c=panasonic_eluga_t45_4g_lte_dual_sim
4693,http://phonedb.net/index.php?m=device&id=8725&c=panasonic_eluga_i2_dual_sim_td-lte
4694,http://phonedb.net/index.php?m=device&id=8724&c=panasonic_eluga_l2_4g_dual_sim_td-lte
4695,http://phonedb.net/index.php?m=device&id=8723&c=alcatel_one_touch_idol_3_5.5_lte_6045y__tcl_i806
4696,http://phonedb.net/index.php?m=device&id=8722&c=zte_n9518_warp_elite_lte
4697,http://phonedb.net/index.php?m=device&id=8719&c=samsung_sm-g928w8_galaxy_s6_edgeplus_lte-a__samsung_zen
4698,http://phonedb.net/index.php?m=device&id=8721&c=vkworld_vk605s_lte_dual_sim
4699,http://phonedb.net/index.php?m=device&id=8720&c=one_five_c1_lte_dual_sim
4700,http://phonedb.net/index.php?m=device&id=8718&c=samsung_sm-t357w_galaxy_tab_a_8.0_lte
4701,http://phonedb.net/index.php?m=device&id=8717&c=samsung_sm-g928i_galaxy_s6_edgeplus_td-lte_32gb__samsung_zen
4702,http://phonedb.net/index.php?m=device&id=8716&c=vkworld_vk560_lte_dual_sim
4703,http://phonedb.net/index.php?m=device&id=8715&c=doogee_f3_pro_dual_sim_lte
4704,http://phonedb.net/index.php?m=device&id=8714&c=samsung_sm-n920p_galaxy_note_5_td-lte_64gb__samsung_noble
4705,http://phonedb.net/index.php?m=device&id=8713&c=cherry_mobile_one_g1_dual_sim_lte
4706,http://phonedb.net/index.php?m=device&id=8712&c=wiko_rainbow_lite_4g_dual_sim_lte
4707,http://phonedb.net/index.php?m=device&id=8707&c=samsung_sm-g9280_galaxy_s6_edgeplus_td-lte_32gb__samsung_zen
4708,http://phonedb.net/index.php?m=device&id=8711&c=wiko_rainbow_up_4g_dual_sim_lte
4709,http://phonedb.net/index.php?m=device&id=8710&c=huawei_g7_plus_td-lte_dual_sim_rio-ul00__huawei_maimang_4
4710,http://phonedb.net/index.php?m=device&id=8709&c=samsung_sm-t357t_galaxy_tab_a_8.0_lte
4711,http://phonedb.net/index.php?m=device&id=8708&c=one_five_f1l_lte_dual_sim
4712,http://phonedb.net/index.php?m=device&id=8705&c=samsung_sm-t715y_galaxy_tab_s2_8.0_lte-a
4713,http://phonedb.net/index.php?m=device&id=8706&c=asus_zenfone_go_5.0_dual_sim_zc500tg_16gb
4714,http://phonedb.net/index.php?m=device&id=8704&c=samsung_sm-n920w8_galaxy_note_5_lte-a__samsung_noble
4715,http://phonedb.net/index.php?m=device&id=8703&c=huawei_mate_s_crr-ul00_premium_edition_dual_sim_td-lte_64gb__ascend_mate_7s
4716,http://phonedb.net/index.php?m=device&id=8702&c=samsung_sm-g928t_galaxy_s6_edgeplus_lte-a_32gb__samsung_zen
4717,http://phonedb.net/index.php?m=device&id=8701&c=lg_h736_g4s_dual_sim_lte__g4_s
4718,http://phonedb.net/index.php?m=device&id=8700&c=asus_x550_pegasus_2_plus_dual_sim_td-lte_16gb
4719,http://phonedb.net/index.php?m=device&id=8699&c=verizon_ellipsis_8_4g_xlte_qtaqz3
4720,http://phonedb.net/index.php?m=device&id=8698&c=one_five_f1_lte_dual_sim
4721,http://phonedb.net/index.php?m=device&id=8686&c=samsung_sm-n920t_galaxy_note_5_lte-a_32gb__samsung_noble
4722,http://phonedb.net/index.php?m=device&id=8687&c=samsung_sm-n920i_galaxy_note_5_td-lte_32gb__samsung_noble
