,cpu,gpu,model,ram
5196,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,A51 Mirror 5 Dual SIM TD-LTE,2.00
5197,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,P560M Dual SIM TD-LTE,1.00
5198,"MediaTek MT6582, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,M4 Marathon Dual SIM TD-LTE,1.50
5199,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,P8 Lite ALE-L04 Dual SIM LTE,2.00
5200,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,ZenFone Selfie Dual SIM Global LTE ZD551KL 16GB,2.00
5201,"MediaTek MT6732, 2014, 64 bit, quad-core, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760,Alife S1 Dual SIM LTE,2.00
5202,"MediaTek MT6732, 2014, 64 bit, quad-core, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760,H520Y Magna LTE / G4c,1.00
5203,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP3,m2 note M571M Dual SIM TD-LTE 16GB,2.00
5204,"Qualcomm Snapdragon 400 APQ8026, 2014, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,ZenWatch 2 WI502Q,512
5205,"Qualcomm Snapdragon 410 APQ8016, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-P350 Galaxy Tab A 8.0 WiFi with S Pen,2.00
5206,"Qualcomm Snapdragon 400 APQ8026, 2014, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,ZenWatch 2 WI501Q,512
5207,"MediaTek MT6592M, 2014, 32 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm",ARM Mali-450MP4,Eluga S mini Dual SIM,1.00
5208,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-T355 Galaxy Tab A 8.0 LTE,2.00
5209,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,Fova 4G LTE,1.00
5210,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,US828v Dual SIM TD-LTE,2.00
5211,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-P555 Galaxy Tab A 9.7 LTE with S Pen / Galaxy Tab A Plus LTE,2.00
5212,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-P355 Galaxy Tab A 8.0 LTE with S Pen,2.00
5213,"Qualcomm Snapdragon 410 APQ8016, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-T550 Galaxy Tab A 9.7 WiFi,1.50
5214,"Qualcomm Snapdragon 808 MSM8992, 2015, 64 bit, hexa-core, 20 nm, Qualcomm Adreno 418 GPU",Qualcomm Adreno 418,KS1402 au isai vivid WiMAX 2+ LGV32,3.00
5215,"Qualcomm Snapdragon 810 MSM8994 v2.0, 2015, 64 bit, octa-core, 4096 Kbyte L2, 20 nm, Qualcomm Adreno 430 GPU",Qualcomm Adreno 430,Sharp Aquos Phone Serie WiMAX 2+ SHV32,3.00
5216,"Qualcomm Snapdragon 410 APQ8016, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-T350 Galaxy Tab A 8.0 Wi-Fi,1.50
5217,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-T555 Galaxy Tab A 9.7 LTE / Galaxy Tab AL,2.00
5218,"MediaTek MT6582M, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,Cloud Power Plus Dual SIM,2.00
5219,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,Vivo X5Pro V Dual SIM TD-LTE,2.00
5220,"Qualcomm Snapdragon 810 MSM8994 v2.1, 2015, 64 bit, octa-core, 4096 Kbyte L2, 20 nm, Qualcomm Adreno 430 GPU",Qualcomm Adreno 430,Xperia Z3+ TD-LTE E6553 / Xperia Z3 Plus,3.00
5221,"Qualcomm Snapdragon 400 MSM8928, 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 305 GPU",Qualcomm Adreno 305,Trek HD LTE,1.00
5222,"MediaTek MT6592, 2013, 32 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 28 nm",ARM Mali-450MP4,Desire 626G+ Dual SIM,1.00
5223,"MediaTek MT6592, 2013, 32 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 28 nm",ARM Mali-450MP4,Z936L Lever LTE,2.00
5224,"MediaTek MT6592, 2013, 32 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 28 nm",ARM Mali-450MP4,Desire 820G+ Dual SIM,1.00
5225,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,Z813 Overture 2 LTE,1.00
5226,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,Dazen 1 4G Dual SIM TD-LTE ,2.00
5227,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 306,VK815 G Pad X 8.3 LTE,2.00
5228,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-T239M Galaxy Tab4 Lite 7.0 4G LTE,1.50
5229,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,Vivo X5Pro Dual SIM TD-LTE,2.00
5230,"MediaTek MT6582, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,M5 TD-LTE,2.00
5231,"Qualcomm Snapdragon 400 MSM8926, 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 305 GPU",Qualcomm Adreno 305,AQUOS Crystal SH825Wi,1.50
5232,"Samsung Exynos 7 Octa 7420, 2015, 64 bit, octa-core, 2048 Kbyte L2, 14 nm, ARM Mali-T760 GPU",ARM Mali-T760MP8,SM-G925S Galaxy S6 Edge Iron Man Limited Edition LTE-A,3.00
5233,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T760MP8,WF5w Dual SIM TD-LTE,2.00
5234,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,Ascend GX1 Premium Edition SC-UL10 TD-LTE Dual SIM,2.00
5235,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,Ascend G7-UL10 Dual SIM TD-LTE,2.00
5236,"Qualcomm Snapdragon 808 MSM8992, 2015, 64 bit, hexa-core, 20 nm, Qualcomm Adreno 418 GPU",Qualcomm Adreno 418,G4 DS1402 LTE,3.00
5237,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-J500F/DS Galaxy J5 Duos TD-LTE / SM-J500F/DD,1.50
5238,"Samsung Exynos 7 Octa 7580, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,SM-J700F/DS Galaxy J7 Duos TD-LTE / SM-J700F/DH,1.50
5239,"Qualcomm Snapdragon 808 MSM8992, 2015, 64 bit, hexa-core, 20 nm, Qualcomm Adreno 418 GPU",Qualcomm Adreno 418,G4 H815K TD-LTE,3.00
5240,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,S2 Plus Dual SIM LTE,2.00
5241,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-J5008 Galaxy J5 Duos TD-LTE,1.50
5242,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,S2 Dual SIM LTE,2.00
5243,"Qualcomm Snapdragon 400 MSM8226 (Snapdragon S4 ), 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 305 GPU",Qualcomm Adreno 305,Lumia 640 XL 3G,1.00
5244,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,S60 Dual SIM LTE,2.00
5245,"HiSilicon Honor KIRIN620 Hi6620 V8R2, 2015, 64 bit, octa-core, 28 nm, ARM Mali-450 GPU",ARM Mali-450MP4,P8 Lite ALE-UL00 Dual SIM TD-LTE,2.00
5246,"MediaTek MT6752, 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760,P7000 Dual SIM LTE,3.00
5247,"Qualcomm Snapdragon 400 MSM8226 (Snapdragon S4 ), 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 305 GPU",Qualcomm Adreno 305,Lumia 640 XL Dual SIM 3G,1.00
5248,"HiSilicon Honor KIRIN620 Hi6620 V8R2, 2015, 64 bit, octa-core, 28 nm, ARM Mali-450 GPU",ARM Mali-450MP4,P8 Lite ALE-L02 Dual SIM LTE,2.00
5249,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T760,P8000 Dual SIM LTE,3.00
5250,"MediaTek MT6592M, 2014, 32 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm",ARM Mali-450MP4,Flare S3 Power,1.00
5251,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,SM-A700FZ Galaxy A7 Duos TD-LTE,2.00
5252,"Qualcomm Snapdragon 400 MSM8926, 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 305 GPU",Qualcomm Adreno 305,V495 G Pad F 8.0,1.00
5253,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,Vivo X5M 4G Dual SIM TD-LTE,2.00
5254,"MediaTek MT6795T (Helio X10), 2014, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 28 nm, IMG PowerVR G6200 GPU",PowerVR G6200,One ME Dual SIM TD-LTE M9et / One ME9,3.00
5255,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,Noir Z8 Plus Dual SIM LTE,2.00
5256,"HiSilicon Honor KIRIN620 Hi6620 V8R2, 2015, 64 bit, octa-core, 28 nm, ARM Mali-450 GPU",ARM Mali-450MP4,P8 Lite ALE-CL00 Dual SIM TD-LTE,2.00
5257,"Qualcomm Snapdragon 415 MSM8929, 2015, 64 bit, octa-core, 28 nm, Qualcomm Adreno 306 GPU",ARM Mali-450MP4,SM-J7008 Galaxy J7 Duos TD-LTE,1.50
5258,"HiSilicon KIRIN910T, 2014, 32 bit, quad-core, 28 nm, ARM Mali-450 GPU",ARM Mali-450MP4,Ascend P7-L11 TD-LTE,2.00
5259,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-E500M Galaxy E5 4G LTE,1.50
5260,"Qualcomm Snapdragon 810 MSM8994 v2.0, 2015, 64 bit, octa-core, 4096 Kbyte L2, 20 nm, Qualcomm Adreno 430 GPU",Qualcomm Adreno 430,Fujitsu Arrows NX F-04G,3.00
5261,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-E500M/DS Galaxy E5 Duos 4G LTE,1.50
5262,"Qualcomm Snapdragon 810 MSM8994 v2.0, 2015, 64 bit, octa-core, 4096 Kbyte L2, 20 nm, Qualcomm Adreno 430 GPU",Qualcomm Adreno 430,Sharp Aquos Zeta SH-03G LTE-A,3.00
5263,"Qualcomm Snapdragon 810 MSM8994 v2.0, 2015, 64 bit, octa-core, 4096 Kbyte L2, 20 nm, Qualcomm Adreno 430 GPU",Qualcomm Adreno 430,Vivo Y13iL TD-LTE,768
5264,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,MADOSMA Q501,1.00
5265,"Qualcomm Snapdragon 410 MSM8216, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-E500HQ Galaxy E5,1.50
5266,"Qualcomm Snapdragon 801 MSM8974AC v3, 2014, 32 bit, quad-core, 2048 Kbyte L2, 28 nm, Qualcomm Adreno 330 GPU",Qualcomm Adreno 330,New Moto X / Moto X 2nd Gen 4G LTE XT1092,2.00
5267,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-E700M Galaxy E7 4G LTE,2.00
5268,"Qualcomm Snapdragon 410 MSM8216, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-E700H/DS Galaxy E7 Duos / SM-E700H/DD,2.00
5269,"MediaTek MT6582, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,H502f Magna Dual SIM,1.00
5270,"MediaTek MT6582, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,H500f Magna,1.00
5271,"Intel Atom Z3580 (Moorefield), 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 24 Kbyte D-Cache, 2048 Kbyte L2, 22 nm, IMG PowerVR G6430 GPU",PowerVR G6430MP4,ZenFone 2 4G LTE US ZE551ML 64GB,4.00
5272,"Qualcomm Snapdragon 400 MSM8926, 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 305 GPU",Qualcomm Adreno 305,XP6 TD-LTE,1.00
5273,"MediaTek MT6732, 2014, 64 bit, quad-core, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760MP2,Ninja Dual SIM 4G LTE,1.00
5274,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,H445 Escape 2 4G LTE,1.00
5275,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,H635 G4 Stylus LTE,1.50
5276,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Q806T Zuixiang TD-LTE Dual SIM,1.00
5277,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,F303 TD-LTE,1.00
5278,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,P502U TD-LTE,512
5279,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,A31 Dual SIM TD-LTE A31u,1.00
5280,"Qualcomm Snapdragon 400 MSM8926, 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 305 GPU",Qualcomm Adreno 306,AQUOS Crystal X 2 WiMAX 2+ 403SH / Crystal Y2,2.00
5281,"Qualcomm Snapdragon 400 MSM8926, 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 305 GPU",Qualcomm Adreno 306,P332U+ Dual SIM TD-LTE,512
5282,"Qualcomm Snapdragon 805 APQ8084AB Pro (8084 Fusion 4.5), 2014, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 2048 Kbyte L2, 28 nm, Qualcomm Adreno 420 GPU",Qualcomm Adreno 420,SM-N915T Galaxy Note Edge 4G LTE,3.00
5283,"Qualcomm Snapdragon 810 MSM8994 v2.0, 2015, 64 bit, octa-core, 4096 Kbyte L2, 20 nm, Qualcomm Adreno 430 GPU",Qualcomm Adreno 430,AQUOS PHONE Xx 404SH / Aquos Xx-Y,3.00
5284,"Samsung Exynos 7 Octa 7420, 2015, 64 bit, octa-core, 2048 Kbyte L2, 14 nm, ARM Mali-T760 GPU",ARM Mali-T760MP8,SM-G925Z / SGH-V504 Galaxy S6 edge TD-LTE 404SC 64GB,3.00
5285,"MediaTek MT6752M, 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760MP2,One E9s Dual SIM TD-LTE E9sw,2.00
5286,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,5360 Dual SIM TD-LTE,1.00
5287,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,P316L TD-LTE,512
5288,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,H443 Escape 2 4G LTE,1.00
5289,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,Fengshang PRO Dual SIM TD-LTE,2.00
5290,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,X550 Dual SIM LTE,2.00
5291,"Qualcomm Snapdragon 200 MSM8212, 2013, 32 bit, quad-core, 45 nm, Qualcomm Adreno 302 GPU",Qualcomm Adreno 302,Lumia 540 Dual SIM,1.00
5292,"Qualcomm Snapdragon 810 MSM8994 v2.1, 2015, 64 bit, octa-core, 4096 Kbyte L2, 20 nm, Qualcomm Adreno 430 GPU",Qualcomm Adreno 430,HTC J butterfly 3 WiMax 2+ HTV31,3.00
5293,"Qualcomm Snapdragon 810 MSM8994 v2.1, 2015, 64 bit, octa-core, 4096 Kbyte L2, 20 nm, Qualcomm Adreno 430 GPU",Qualcomm Adreno 430,A3860 Dual SIM TD-LTE,1.00
5294,"Qualcomm Snapdragon 810 MSM8994 v2.1, 2015, 64 bit, octa-core, 4096 Kbyte L2, 20 nm, Qualcomm Adreno 430 GPU",Qualcomm Adreno 430,2 Global Dual SIM TD-LTE A2001 16GB,3.00
5295,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,P350M TD-LTE,512
5296,"MediaTek MT6735M, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,A2580 Dual SIM TD-LTE,1.00
5297,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,LS770 G Stylo TD-LTE,2.00
5298,"MediaTek MT6582M, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,Xolo Prime Dual SIM,1.00
5299,"Qualcomm Snapdragon 200 MSM8210, 2013, 32 bit, dual-core, 45 nm, Qualcomm Adreno 302 GPU",Qualcomm Adreno 302,H221 Joy,512
5300,"Qualcomm Snapdragon 810 MSM8994 v2.0, 2015, 64 bit, octa-core, 4096 Kbyte L2, 20 nm, Qualcomm Adreno 430 GPU",Qualcomm Adreno 430,Sharp Aquos Pad SH-05G,2.00
5301,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,H345 Leon LTE,1.00
5302,"Qualcomm Snapdragon 801 MSM8974AC v3, 2014, 32 bit, quad-core, 2048 Kbyte L2, 28 nm, Qualcomm Adreno 330 GPU",Qualcomm Adreno 330,Xperia A4 LTE SO-04G,2.00
5303,"Qualcomm Snapdragon 801 MSM8974AC v3, 2014, 32 bit, quad-core, 2048 Kbyte L2, 28 nm, Qualcomm Adreno 330 GPU",Qualcomm Adreno 330,P501M TD-LTE Dual SIM,512
5304,"Samsung Exynos 7 Octa 7420, 2015, 64 bit, octa-core, 2048 Kbyte L2, 14 nm, ARM Mali-T760 GPU",ARM Mali-T760MP8,SM-G925Z / SGH-V504 Galaxy S6 edge TD-LTE 404SC 32GB,3.00
5305,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,Neo 5s Global Dual SIM LTE,1.00
5306,"MediaTek MT6592M, 2014, 32 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm",ARM Mali-450MP4,E311 Canvas Nitro 2 Dual SIM,2.00
5307,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,US550 Logos 4G LTE,1.00
5308,"HiSilicon Honor KIRIN930 Hi3635, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T628 GPU",ARM Mali-T628MP4,Mediapad M2 8.0 Standard Edition TD-LTE M2-801L,2.00
5309,"Qualcomm Snapdragon 200 MSM8212, 2013, 32 bit, quad-core, 45 nm, Qualcomm Adreno 302 GPU",Qualcomm Adreno 302,Lumia 532 Dual SIM DTV,1.00
5310,"Qualcomm Snapdragon 400 MSM8926, 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 305 GPU",Qualcomm Adreno 305,XP6 XP6700 LTE NA ,1.00
5311,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,G4c H525n 4G LTE / H525NTR,1.00
5312,"MediaTek MT6752, 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760MP2,Xperia C4 TD-LTE E5353,2.00
5313,"MediaTek MT6795 (Helio X10), 2014, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 28 nm, IMG PowerVR G6200 GPU",PowerVR G6200,Elife E8 GN9008 Dual SIM TD-LTE 32GB,3.00
5314,"MediaTek MT6752, 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760MP2,Xperia C4 DTV dual LTE E5343,2.00
5315,"MediaTek MT6752, 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760MP2,Xperia C4 LTE E5303,2.00
5316,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,HS-E50T Dual SIM TD-LTE,1.00
5317,"MediaTek MT6582, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,Smart Tab Prime 6 LTE,1.00
5318,"MediaTek MT6752, 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760MP2,Xperia C4 LTE E5306,2.00
5319,"MediaTek MT6572M, 2013, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP,Smart First 6,512
5320,"MediaTek MT6752, 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760MP2,Xperia C4 dual TD-LTE E5363,2.00
5321,"MediaTek MT6752, 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T760 GPU",ARM Mali-T720MP1,Q519T Dual SIM TD-LTE,1.00
5322,"MediaTek MT6732, 2014, 64 bit, quad-core, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760,A6600 Dual SIM TD-LTE,1.00
5323,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,R1x LTE Dual SIM,2.00
5324,"Qualcomm Snapdragon 808 MSM8992, 2015, 64 bit, hexa-core, 20 nm, Qualcomm Adreno 418 GPU",Qualcomm Adreno 418,G4 LS991 TD-LTE,3.00
5325,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,One Touch POP 2 4.0 LTE 4045O,1.00
